country_pair,prompt_style,model_name,temperature,sim_score_1,sim_score_2,sim_diff,p-values
U.S.A.-Germany,dual,llama2_70B,0.001,15.0,18.0,-3.0,[]
U.S.S.R.-Syria,dual,llama2_70B,0.001,5.0,8.0,-3.0,[]
France-Algeria,dual,llama2_70B,0.001,10.0,15.0,-5.0,[]
U.S.A.-Mexico,dual,llama2_70B,0.5,12.0,15.0,-3.0,[]
U.S.S.R.-Poland,dual,llama2_70B,0.5,10.0,8.0,2.0,[]
China-Albania,dual,llama2_70B,0.5,8.0,12.0,-4.0,[]
U.S.A.-Israel,dual,llama2_70B,0.5,15.0,18.0,-3.0,[]
Japan-Philippines,dual,llama2_70B,0.5,12.0,15.0,-3.0,[]
U.S.A.-Canada,dual,llama2_70B,0.5,15.0,17.0,-2.0,[]
U.S.S.R.-Israel,dual,llama2_70B,0.5,8.0,5.0,3.0,[]
England-Ireland,dual,llama2_70B,0.5,15.0,15.0,0.0,[]
Germany-Austria,dual,llama2_70B,0.5,15.0,15.0,0.0,[]
U.S.S.R.-France,dual,llama2_70B,0.5,8.0,12.0,-4.0,[]
Belgium-Luxembourg,dual,llama2_70B,0.5,15.0,17.0,-2.0,[]
U.S.A.-U.S.S.R.,dual,llama2_70B,0.5,12.0,15.0,-3.0,[]
China-North Korea,dual,llama2_70B,0.5,12.0,15.0,-3.0,[]
India-Sri Lanka,dual,llama2_70B,0.5,15.0,17.0,-2.0,[]
U.S.A.-France,dual,llama2_70B,0.5,12.0,15.0,-3.0,[]
U.S.S.R.-Cuba,dual,llama2_70B,0.5,12.0,15.0,-3.0,[]
England-Jordan,dual,llama2_70B,0.5,8.0,12.0,-4.0,[]
France-Israel,dual,llama2_70B,0.5,12.0,17.0,-5.0,[]
U.S.A.-Germany,dual,llama2_70B,0.5,15.0,17.0,-2.0,[]
U.S.S.R.-Syria,dual,llama2_70B,0.5,5.0,8.0,-3.0,[]
France-Algeria,dual,llama2_70B,0.5,10.0,15.0,-5.0,[]
U.S.A.-Mexico,dual,llama2_70B,1.0,10.0,15.0,-5.0,[]
U.S.S.R.-Poland,dual,llama2_70B,1.0,12.0,15.0,-3.0,[]
China-Albania,dual,llama2_70B,1.0,5.0,10.0,-5.0,[]
U.S.A.-Israel,dual,llama2_70B,1.0,12.0,15.0,-3.0,[]
Japan-Philippines,dual,llama2_70B,1.0,15.0,17.0,-2.0,[]
U.S.A.-Canada,dual,llama2_70B,1.0,15.0,17.0,-2.0,[]
U.S.S.R.-Israel,dual,llama2_70B,1.0,8.0,12.0,-4.0,[]
England-Ireland,dual,llama2_70B,1.0,12.0,12.0,0.0,[]
Germany-Austria,dual,llama2_70B,1.0,15.0,15.0,0.0,[]
U.S.S.R.-France,dual,llama2_70B,1.0,8.0,12.0,-4.0,[]
Belgium-Luxembourg,dual,llama2_70B,1.0,15.0,17.0,-2.0,[]
U.S.A.-U.S.S.R.,dual,llama2_70B,1.0,12.0,15.0,-3.0,[]
China-North Korea,dual,llama2_70B,1.0,12.0,15.0,-3.0,[]
India-Sri Lanka,dual,llama2_70B,1.0,12.0,15.0,-3.0,[]
U.S.A.-France,dual,llama2_70B,1.0,10.0,15.0,-5.0,[]
U.S.S.R.-Cuba,dual,llama2_70B,1.0,15.0,10.0,5.0,[]
England-Jordan,dual,llama2_70B,1.0,10.0,10.0,0.0,[]
France-Israel,dual,llama2_70B,1.0,8.0,1.0,7.0,[]
U.S.A.-Germany,dual,llama2_70B,1.0,12.0,15.0,-3.0,[]
U.S.S.R.-Syria,dual,llama2_70B,1.0,8.0,5.0,3.0,[]
France-Algeria,dual,llama2_70B,1.0,10.0,15.0,-5.0,[]
U.S.A.-Mexico,dual,llama2_70B,1.5,10.0,15.0,-5.0,[]
U.S.S.R.-Poland,dual,llama2_70B,1.5,12.0,15.0,-3.0,[]
China-Albania,dual,llama2_70B,1.5,8.0,12.0,-4.0,[]
U.S.A.-Israel,dual,llama2_70B,1.5,12.0,18.0,-6.0,[]
Japan-Philippines,dual,llama2_70B,1.5,12.0,15.0,-3.0,[]
U.S.A.-Canada,dual,llama2_70B,1.5,15.0,15.0,0.0,[]
U.S.S.R.-Israel,dual,llama2_70B,1.5,5.0,1.0,4.0,[]
England-Ireland,dual,llama2_70B,1.5,12.0,12.0,0.0,[]
Germany-Austria,dual,llama2_70B,1.5,15.0,17.0,-2.0,[]
U.S.S.R.-France,dual,llama2_70B,1.5,10.0,15.0,-5.0,[]
Belgium-Luxembourg,dual,llama2_70B,1.5,15.0,17.0,-2.0,[]
U.S.A.-U.S.S.R.,dual,llama2_70B,1.5,8.0,7.0,1.0,[]
China-North Korea,dual,llama2_70B,1.5,12.0,15.0,-3.0,[]
India-Sri Lanka,dual,llama2_70B,1.5,15.0,18.0,-3.0,[]
U.S.A.-France,dual,llama2_70B,1.5,15.0,17.0,-2.0,[]
U.S.S.R.-Cuba,dual,llama2_70B,1.5,15.0,10.0,5.0,[]
England-Jordan,dual,llama2_70B,1.5,12.0,15.0,-3.0,[]
France-Israel,dual,llama2_70B,1.5,8.0,12.0,-4.0,[]
U.S.A.-Germany,dual,llama2_70B,1.5,12.0,15.0,-3.0,[]
U.S.S.R.-Syria,dual,llama2_70B,1.5,5.0,8.0,-3.0,[]
France-Algeria,dual,llama2_70B,1.5,8.0,12.0,-4.0,[]
U.S.A.-Mexico,dual,llama3_70B,0.001,12.0,12.0,0.0,[]
U.S.S.R.-Poland,dual,llama3_70B,0.001,8.0,8.0,0.0,[]
China-Albania,dual,llama3_70B,0.001,4.0,4.0,0.0,[]
U.S.A.-Israel,dual,llama3_70B,0.001,12.0,12.0,0.0,[]
Japan-Philippines,dual,llama3_70B,0.001,12.0,12.0,0.0,[]
U.S.A.-Canada,dual,llama3_70B,0.001,16.0,16.0,0.0,[]
U.S.S.R.-Israel,dual,llama3_70B,0.001,2.0,2.0,0.0,[]
England-Ireland,dual,llama3_70B,0.001,16.0,16.0,0.0,[]
Germany-Austria,dual,llama3_70B,0.001,18.0,18.0,0.0,[]
U.S.S.R.-France,dual,llama3_70B,0.001,4.0,4.0,0.0,[]
Belgium-Luxembourg,dual,llama3_70B,0.001,18.0,18.0,0.0,[]
U.S.A.-U.S.S.R.,dual,llama3_70B,0.001,4.0,4.0,0.0,[]
China-North Korea,dual,llama3_70B,0.001,12.0,12.0,0.0,[]
India-Sri Lanka,dual,llama3_70B,0.001,16.0,16.0,0.0,[]
U.S.A.-France,dual,llama3_70B,0.001,12.0,12.0,0.0,[]
U.S.S.R.-Cuba,dual,llama3_70B,0.001,16.0,16.0,0.0,[]
England-Jordan,dual,llama3_70B,0.001,6.0,6.0,0.0,[]
France-Israel,dual,llama3_70B,0.001,8.0,8.0,0.0,[]
U.S.A.-Germany,dual,llama3_70B,0.001,14.0,14.0,0.0,[]
U.S.S.R.-Syria,dual,llama3_70B,0.001,4.0,4.0,0.0,[]
France-Algeria,dual,llama3_70B,0.001,12.0,12.0,0.0,[]
U.S.A.-Mexico,dual,llama3_70B,0.5,12.0,12.0,0.0,[]
U.S.S.R.-Poland,dual,llama3_70B,0.5,8.0,8.0,0.0,[]
China-Albania,dual,llama3_70B,0.5,6.0,6.0,0.0,[]
U.S.A.-Israel,dual,llama3_70B,0.5,12.0,12.0,0.0,[]
Japan-Philippines,dual,llama3_70B,0.5,12.0,12.0,0.0,[]
U.S.A.-Canada,dual,llama3_70B,0.5,17.0,17.0,0.0,[]
U.S.S.R.-Israel,dual,llama3_70B,0.5,4.0,4.0,0.0,[]
England-Ireland,dual,llama3_70B,0.5,14.0,14.0,0.0,[]
Germany-Austria,dual,llama3_70B,0.5,16.0,16.0,0.0,[]
U.S.S.R.-France,dual,llama3_70B,0.5,5.0,5.0,0.0,[]
Belgium-Luxembourg,dual,llama3_70B,0.5,18.0,18.0,0.0,[]
U.S.A.-U.S.S.R.,dual,llama3_70B,0.5,10.0,10.0,0.0,[]
China-North Korea,dual,llama3_70B,0.5,12.0,12.0,0.0,[]
India-Sri Lanka,dual,llama3_70B,0.5,16.0,16.0,0.0,[]
U.S.A.-France,dual,llama3_70B,0.5,12.0,12.0,0.0,[]
U.S.S.R.-Cuba,dual,llama3_70B,0.5,16.0,16.0,0.0,[]
England-Jordan,dual,llama3_70B,0.5,6.0,6.0,0.0,[]
France-Israel,dual,llama3_70B,0.5,6.0,6.0,0.0,[]
U.S.A.-Germany,dual,llama3_70B,0.5,14.0,14.0,0.0,[]
U.S.S.R.-Syria,dual,llama3_70B,0.5,4.0,4.0,0.0,[]
France-Algeria,dual,llama3_70B,0.5,12.0,12.0,0.0,[]
U.S.A.-Mexico,dual,llama3_70B,1.0,12.0,12.0,0.0,[]
U.S.S.R.-Poland,dual,llama3_70B,1.0,12.0,12.0,0.0,[]
China-Albania,dual,llama3_70B,1.0,4.0,4.0,0.0,[]
U.S.A.-Israel,dual,llama3_70B,1.0,12.0,12.0,0.0,[]
Japan-Philippines,dual,llama3_70B,1.0,12.0,12.0,0.0,[]
U.S.A.-Canada,dual,llama3_70B,1.0,17.0,17.0,0.0,[]
U.S.S.R.-Israel,dual,llama3_70B,1.0,2.0,2.0,0.0,[]
England-Ireland,dual,llama3_70B,1.0,16.0,16.0,0.0,[]
Germany-Austria,dual,llama3_70B,1.0,18.0,18.0,0.0,[]
U.S.S.R.-France,dual,llama3_70B,1.0,4.0,4.0,0.0,[]
Belgium-Luxembourg,dual,llama3_70B,1.0,18.0,18.0,0.0,[]
U.S.A.-U.S.S.R.,dual,llama3_70B,1.0,4.0,4.0,0.0,[]
China-North Korea,dual,llama3_70B,1.0,12.0,12.0,0.0,[]
India-Sri Lanka,dual,llama3_70B,1.0,15.0,15.0,0.0,[]
U.S.A.-France,dual,llama3_70B,1.0,12.0,12.0,0.0,[]
U.S.S.R.-Cuba,dual,llama3_70B,1.0,16.0,16.0,0.0,[]
England-Jordan,dual,llama3_70B,1.0,8.0,8.0,0.0,[]
France-Israel,dual,llama3_70B,1.0,7.0,7.0,0.0,[]
U.S.A.-Germany,dual,llama3_70B,1.0,14.0,14.0,0.0,[]
U.S.S.R.-Syria,dual,llama3_70B,1.0,5.0,5.0,0.0,[]
France-Algeria,dual,llama3_70B,1.0,12.0,12.0,0.0,[]
U.S.A.-Mexico,dual,llama3_70B,1.5,14.0,14.0,0.0,[]
U.S.S.R.-Poland,dual,llama3_70B,1.5,6.0,6.0,0.0,[]
China-Albania,dual,llama3_70B,1.5,6.0,6.0,0.0,[]
U.S.A.-Israel,dual,llama3_70B,1.5,14.0,14.0,0.0,[]
Japan-Philippines,dual,llama3_70B,1.5,12.0,12.0,0.0,[]
U.S.A.-Canada,dual,llama3_70B,1.5,16.0,16.0,0.0,[]
U.S.S.R.-Israel,dual,llama3_70B,1.5,2.0,2.0,0.0,[]
England-Ireland,dual,llama3_70B,1.5,16.0,16.0,0.0,[]
Germany-Austria,dual,llama3_70B,1.5,16.0,16.0,0.0,[]
U.S.S.R.-France,dual,llama3_70B,1.5,5.0,5.0,0.0,[]
Belgium-Luxembourg,dual,llama3_70B,1.5,18.0,19.0,-1.0,[]
U.S.A.-U.S.S.R.,dual,llama3_70B,1.5,4.0,4.0,0.0,[]
China-North Korea,dual,llama3_70B,1.5,14.0,14.0,0.0,[]
India-Sri Lanka,dual,llama3_70B,1.5,16.0,16.0,0.0,[]
U.S.A.-France,dual,llama3_70B,1.5,12.0,12.0,0.0,[]
U.S.S.R.-Cuba,dual,llama3_70B,1.5,16.0,17.0,-1.0,[]
England-Jordan,dual,llama3_70B,1.5,5.0,5.0,0.0,[]
France-Israel,dual,llama3_70B,1.5,7.0,7.0,0.0,[]
U.S.A.-Germany,dual,llama3_70B,1.5,12.0,12.0,0.0,[]
U.S.S.R.-Syria,dual,llama3_70B,1.5,2.0,2.0,0.0,[]
France-Algeria,dual,llama3_70B,1.5,12.0,12.0,0.0,[]
U.S.A.-Mexico,dual,gpt-3.5-turbo,0.001,,,,[]
U.S.S.R.-Poland,dual,gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
China-Albania,dual,gpt-3.5-turbo,0.001,,,,[]
U.S.A.-Israel,dual,gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
Japan-Philippines,dual,gpt-3.5-turbo,0.001,,,,[]
U.S.A.-Canada,dual,gpt-3.5-turbo,0.001,,,,[]
U.S.S.R.-Israel,dual,gpt-3.5-turbo,0.001,5.0,5.0,0.0,[]
England-Ireland,dual,gpt-3.5-turbo,0.001,,,,[]
Germany-Austria,dual,gpt-3.5-turbo,0.001,18.0,18.0,0.0,[]
U.S.S.R.-France,dual,gpt-3.5-turbo,0.001,10.0,10.0,0.0,[]
Belgium-Luxembourg,dual,gpt-3.5-turbo,0.001,,,,[]
U.S.A.-U.S.S.R.,dual,gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
China-North Korea,dual,gpt-3.5-turbo,0.001,10.0,10.0,0.0,[]
India-Sri Lanka,dual,gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
U.S.A.-France,dual,gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
U.S.S.R.-Cuba,dual,gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
England-Jordan,dual,gpt-3.5-turbo,0.001,,,,[]
France-Israel,dual,gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
U.S.A.-Germany,dual,gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
U.S.S.R.-Syria,dual,gpt-3.5-turbo,0.001,5.0,5.0,0.0,[]
France-Algeria,dual,gpt-3.5-turbo,0.001,,,,[]
U.S.A.-Mexico,dual,gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
U.S.S.R.-Poland,dual,gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
China-Albania,dual,gpt-3.5-turbo,0.5,,,,[]
U.S.A.-Israel,dual,gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
Japan-Philippines,dual,gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
U.S.A.-Canada,dual,gpt-3.5-turbo,0.5,,,,[]
U.S.S.R.-Israel,dual,gpt-3.5-turbo,0.5,5.0,5.0,0.0,[]
England-Ireland,dual,gpt-3.5-turbo,0.5,18.0,18.0,0.0,[]
Germany-Austria,dual,gpt-3.5-turbo,0.5,18.0,18.0,0.0,[]
U.S.S.R.-France,dual,gpt-3.5-turbo,0.5,10.0,10.0,0.0,[]
Belgium-Luxembourg,dual,gpt-3.5-turbo,0.5,,,,[]
U.S.A.-U.S.S.R.,dual,gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
China-North Korea,dual,gpt-3.5-turbo,0.5,10.0,10.0,0.0,[]
India-Sri Lanka,dual,gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
U.S.A.-France,dual,gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
U.S.S.R.-Cuba,dual,gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
England-Jordan,dual,gpt-3.5-turbo,0.5,,,,[]
France-Israel,dual,gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
U.S.A.-Germany,dual,gpt-3.5-turbo,0.5,15.0,15.0,0.0,[]
U.S.S.R.-Syria,dual,gpt-3.5-turbo,0.5,5.0,5.0,0.0,[]
France-Algeria,dual,gpt-3.5-turbo,0.5,,,,[]
U.S.A.-Mexico,dual,gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
U.S.S.R.-Poland,dual,gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
China-Albania,dual,gpt-3.5-turbo,1.0,5.0,5.0,0.0,[]
U.S.A.-Israel,dual,gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
Japan-Philippines,dual,gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
U.S.A.-Canada,dual,gpt-3.5-turbo,1.0,,,,[]
U.S.S.R.-Israel,dual,gpt-3.5-turbo,1.0,5.0,5.0,0.0,[]
England-Ireland,dual,gpt-3.5-turbo,1.0,,,,[]
Germany-Austria,dual,gpt-3.5-turbo,1.0,18.0,18.0,0.0,[]
U.S.S.R.-France,dual,gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
Belgium-Luxembourg,dual,gpt-3.5-turbo,1.0,,,,[]
U.S.A.-U.S.S.R.,dual,gpt-3.5-turbo,1.0,10.0,10.0,0.0,[]
China-North Korea,dual,gpt-3.5-turbo,1.0,10.0,10.0,0.0,[]
India-Sri Lanka,dual,gpt-3.5-turbo,1.0,18.0,18.0,0.0,[]
U.S.A.-France,dual,gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
U.S.S.R.-Cuba,dual,gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
England-Jordan,dual,gpt-3.5-turbo,1.0,,,,[]
France-Israel,dual,gpt-3.5-turbo,1.0,10.0,10.0,0.0,[]
U.S.A.-Germany,dual,gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
U.S.S.R.-Syria,dual,gpt-3.5-turbo,1.0,5.0,5.0,0.0,[]
France-Algeria,dual,gpt-3.5-turbo,1.0,15.0,15.0,0.0,[]
U.S.A.-Mexico,dual,gpt-3.5-turbo,1.5,15.0,15.0,0.0,[]
U.S.S.R.-Poland,dual,gpt-3.5-turbo,1.5,8.0,8.0,0.0,[]
China-Albania,dual,gpt-3.5-turbo,1.5,,,,[]
U.S.A.-Israel,dual,gpt-3.5-turbo,1.5,15.0,15.0,0.0,[]
Japan-Philippines,dual,gpt-3.5-turbo,1.5,15.0,15.0,0.0,[]
U.S.A.-Canada,dual,gpt-3.5-turbo,1.5,18.0,18.0,0.0,[]
U.S.S.R.-Israel,dual,gpt-3.5-turbo,1.5,,,,[]
England-Ireland,dual,gpt-3.5-turbo,1.5,17.0,17.0,0.0,[]
Germany-Austria,dual,gpt-3.5-turbo,1.5,16.0,16.0,0.0,[]
U.S.S.R.-France,dual,gpt-3.5-turbo,1.5,5.0,5.0,0.0,[]
Belgium-Luxembourg,dual,gpt-3.5-turbo,1.5,,,,[]
U.S.A.-U.S.S.R.,dual,gpt-3.5-turbo,1.5,15.0,15.0,0.0,[]
China-North Korea,dual,gpt-3.5-turbo,1.5,15.0,15.0,0.0,[]
India-Sri Lanka,dual,gpt-3.5-turbo,1.5,18.0,18.0,0.0,[]
U.S.A.-France,dual,gpt-3.5-turbo,1.5,15.0,15.0,0.0,[]
U.S.S.R.-Cuba,dual,gpt-3.5-turbo,1.5,,,,[]
England-Jordan,dual,gpt-3.5-turbo,1.5,10.0,10.0,0.0,[]
France-Israel,dual,gpt-3.5-turbo,1.5,12.0,12.0,0.0,[]
U.S.A.-Germany,dual,gpt-3.5-turbo,1.5,15.0,15.0,0.0,[]
U.S.S.R.-Syria,dual,gpt-3.5-turbo,1.5,5.0,5.0,0.0,[]
France-Algeria,dual,gpt-3.5-turbo,1.5,15.0,15.0,0.0,[]
U.S.A.-Mexico,dual,gpt-4,0.001,10.0,10.0,0.0,[]
U.S.S.R.-Poland,dual,gpt-4,0.001,10.0,10.0,0.0,[]
China-Albania,dual,gpt-4,0.001,5.0,5.0,0.0,[]
U.S.A.-Israel,dual,gpt-4,0.001,10.0,10.0,0.0,[]
Japan-Philippines,dual,gpt-4,0.001,10.0,10.0,0.0,[]
U.S.A.-Canada,dual,gpt-4,0.001,15.0,15.0,0.0,[]
U.S.S.R.-Israel,dual,gpt-4,0.001,5.0,5.0,0.0,[]
England-Ireland,dual,gpt-4,0.001,15.0,15.0,0.0,[]
Germany-Austria,dual,gpt-4,0.001,18.0,18.0,0.0,[]
U.S.S.R.-France,dual,gpt-4,0.001,7.0,7.0,0.0,[]
Belgium-Luxembourg,dual,gpt-4,0.001,18.0,18.0,0.0,[]
U.S.A.-U.S.S.R.,dual,gpt-4,0.001,10.0,10.0,0.0,[]
China-North Korea,dual,gpt-4,0.001,7.0,7.0,0.0,[]
India-Sri Lanka,dual,gpt-4,0.001,15.0,15.0,0.0,[]
U.S.A.-France,dual,gpt-4,0.001,10.0,10.0,0.0,[]
U.S.S.R.-Cuba,dual,gpt-4,0.001,15.0,15.0,0.0,[]
England-Jordan,dual,gpt-4,0.001,5.0,5.0,0.0,[]
France-Israel,dual,gpt-4,0.001,10.0,10.0,0.0,[]
U.S.A.-Germany,dual,gpt-4,0.001,10.0,10.0,0.0,[]
U.S.S.R.-Syria,dual,gpt-4,0.001,5.0,5.0,0.0,[]
France-Algeria,dual,gpt-4,0.001,10.0,10.0,0.0,[]
U.S.A.-Mexico,dual,gpt-4,0.5,10.0,10.0,0.0,[]
U.S.S.R.-Poland,dual,gpt-4,0.5,10.0,10.0,0.0,[]
China-Albania,dual,gpt-4,0.5,5.0,5.0,0.0,[]
U.S.A.-Israel,dual,gpt-4,0.5,10.0,10.0,0.0,[]
Japan-Philippines,dual,gpt-4,0.5,10.0,10.0,0.0,[]
U.S.A.-Canada,dual,gpt-4,0.5,15.0,15.0,0.0,[]
U.S.S.R.-Israel,dual,gpt-4,0.5,5.0,5.0,0.0,[]
England-Ireland,dual,gpt-4,0.5,15.0,15.0,0.0,[]
Germany-Austria,dual,gpt-4,0.5,18.0,18.0,0.0,[]
U.S.S.R.-France,dual,gpt-4,0.5,8.0,8.0,0.0,[]
Belgium-Luxembourg,dual,gpt-4,0.5,18.0,18.0,0.0,[]
U.S.A.-U.S.S.R.,dual,gpt-4,0.5,7.0,7.0,0.0,[]
China-North Korea,dual,gpt-4,0.5,12.0,12.0,0.0,[]
India-Sri Lanka,dual,gpt-4,0.5,15.0,15.0,0.0,[]
U.S.A.-France,dual,gpt-4,0.5,10.0,10.0,0.0,[]
U.S.S.R.-Cuba,dual,gpt-4,0.5,15.0,15.0,0.0,[]
England-Jordan,dual,gpt-4,0.5,5.0,5.0,0.0,[]
France-Israel,dual,gpt-4,0.5,10.0,10.0,0.0,[]
U.S.A.-Germany,dual,gpt-4,0.5,12.0,12.0,0.0,[]
U.S.S.R.-Syria,dual,gpt-4,0.5,5.0,5.0,0.0,[]
France-Algeria,dual,gpt-4,0.5,10.0,10.0,0.0,[]
U.S.A.-Mexico,dual,gpt-4,1.0,10.0,10.0,0.0,[]
U.S.S.R.-Poland,dual,gpt-4,1.0,8.0,8.0,0.0,[]
China-Albania,dual,gpt-4,1.0,7.0,7.0,0.0,[]
U.S.A.-Israel,dual,gpt-4,1.0,10.0,10.0,0.0,[]
Japan-Philippines,dual,gpt-4,1.0,14.0,14.0,0.0,[]
U.S.A.-Canada,dual,gpt-4,1.0,15.0,15.0,0.0,[]
U.S.S.R.-Israel,dual,gpt-4,1.0,5.0,5.0,0.0,[]
England-Ireland,dual,gpt-4,1.0,15.0,15.0,0.0,[]
Germany-Austria,dual,gpt-4,1.0,18.0,18.0,0.0,[]
U.S.S.R.-France,dual,gpt-4,1.0,10.0,10.0,0.0,[]
Belgium-Luxembourg,dual,gpt-4,1.0,18.0,18.0,0.0,[]
U.S.A.-U.S.S.R.,dual,gpt-4,1.0,8.0,8.0,0.0,[]
China-North Korea,dual,gpt-4,1.0,7.0,7.0,0.0,[]
India-Sri Lanka,dual,gpt-4,1.0,15.0,15.0,0.0,[]
U.S.A.-France,dual,gpt-4,1.0,12.0,12.0,0.0,[]
U.S.S.R.-Cuba,dual,gpt-4,1.0,10.0,10.0,0.0,[]
England-Jordan,dual,gpt-4,1.0,5.0,5.0,0.0,[]
France-Israel,dual,gpt-4,1.0,12.0,12.0,0.0,[]
U.S.A.-Germany,dual,gpt-4,1.0,10.0,10.0,0.0,[]
U.S.S.R.-Syria,dual,gpt-4,1.0,7.0,7.0,0.0,[]
France-Algeria,dual,gpt-4,1.0,7.0,7.0,0.0,[]
U.S.A.-Mexico,dual,gpt-4,1.5,15.0,15.0,0.0,[]
U.S.S.R.-Poland,dual,gpt-4,1.5,5.0,5.0,0.0,[]
China-Albania,dual,gpt-4,1.5,5.0,5.0,0.0,[]
U.S.A.-Israel,dual,gpt-4,1.5,7.0,7.0,0.0,[]
Japan-Philippines,dual,gpt-4,1.5,8.0,8.0,0.0,[]
U.S.A.-Canada,dual,gpt-4,1.5,14.0,14.0,0.0,[]
U.S.S.R.-Israel,dual,gpt-4,1.5,5.0,5.0,0.0,[]
England-Ireland,dual,gpt-4,1.5,15.0,15.0,0.0,[]
Germany-Austria,dual,gpt-4,1.5,18.0,18.0,0.0,[]
U.S.S.R.-France,dual,gpt-4,1.5,7.0,7.0,0.0,[]
Belgium-Luxembourg,dual,gpt-4,1.5,18.0,18.0,0.0,[]
U.S.A.-U.S.S.R.,dual,gpt-4,1.5,10.0,10.0,0.0,[]
China-North Korea,dual,gpt-4,1.5,8.0,8.0,0.0,[]
India-Sri Lanka,dual,gpt-4,1.5,15.0,15.0,0.0,[]
U.S.A.-France,dual,gpt-4,1.5,10.0,10.0,0.0,[]
U.S.S.R.-Cuba,dual,gpt-4,1.5,15.0,15.0,0.0,[]
England-Jordan,dual,gpt-4,1.5,4.0,4.0,0.0,[]
France-Israel,dual,gpt-4,1.5,14.0,14.0,0.0,[]
U.S.A.-Germany,dual,gpt-4,1.5,12.0,12.0,0.0,[]
U.S.S.R.-Syria,dual,gpt-4,1.5,6.0,6.0,0.0,[]
France-Algeria,dual,gpt-4,1.5,5.0,5.0,0.0,[]

