,country_pair,model_name,temperature,non_zero_score_diff
555,U.S.S.R.-France,llama2_13B,1.5,0
556,U.S.S.R.-France,llama2_70B,0.001,1
557,U.S.S.R.-France,llama2_70B,0.5,1
558,U.S.S.R.-France,llama2_70B,1.0,1
559,U.S.S.R.-France,llama2_70B,1.5,1
560,U.S.S.R.-France,llama2_7B,0.001,0
561,U.S.S.R.-France,llama2_7B,0.5,0
562,U.S.S.R.-France,llama2_7B,1.0,0
563,U.S.S.R.-France,llama2_7B,1.5,0
564,U.S.S.R.-France,llama3_70B,0.001,1
565,U.S.S.R.-France,llama3_70B,0.5,1
566,U.S.S.R.-France,llama3_70B,1.0,0
567,U.S.S.R.-France,llama3_70B,1.5,1
568,U.S.S.R.-France,llama3_8B,0.001,1
569,U.S.S.R.-France,llama3_8B,0.5,1
570,U.S.S.R.-France,llama3_8B,1.0,1
571,U.S.S.R.-France,llama3_8B,1.5,1
572,U.S.S.R.-France,mistral_7B,0.001,1
573,U.S.S.R.-France,mistral_7B,0.5,0
574,U.S.S.R.-France,mistral_7B,1.0,1
575,U.S.S.R.-France,mistral_7B,1.5,1
576,U.S.S.R.-Israel,gpt-3.5-turbo,0.001,0
577,U.S.S.R.-Israel,gpt-3.5-turbo,0.5,0
578,U.S.S.R.-Israel,gpt-3.5-turbo,1.0,0
579,U.S.S.R.-Israel,gpt-3.5-turbo,1.5,1
580,U.S.S.R.-Israel,gpt-4,0.001,0
581,U.S.S.R.-Israel,gpt-4,0.5,0
582,U.S.S.R.-Israel,gpt-4,1.0,1
583,U.S.S.R.-Israel,gpt-4,1.5,0
584,U.S.S.R.-Israel,llama2_13B,0.001,0
585,U.S.S.R.-Israel,llama2_13B,0.5,0
586,U.S.S.R.-Israel,llama2_13B,1.0,0
587,U.S.S.R.-Israel,llama2_13B,1.5,1
588,U.S.S.R.-Israel,llama2_70B,0.001,1
589,U.S.S.R.-Israel,llama2_70B,0.5,1
590,U.S.S.R.-Israel,llama2_70B,1.0,0
591,U.S.S.R.-Israel,llama2_70B,1.5,0
592,U.S.S.R.-Israel,llama2_7B,0.001,0
593,U.S.S.R.-Israel,llama2_7B,0.5,0
594,U.S.S.R.-Israel,llama2_7B,1.0,1
595,U.S.S.R.-Israel,llama2_7B,1.5,1
596,U.S.S.R.-Israel,llama3_70B,0.001,0
597,U.S.S.R.-Israel,llama3_70B,0.5,0
598,U.S.S.R.-Israel,llama3_70B,1.0,0
599,U.S.S.R.-Israel,llama3_70B,1.5,1
600,U.S.S.R.-Israel,llama3_8B,0.001,0
601,U.S.S.R.-Israel,llama3_8B,0.5,0
602,U.S.S.R.-Israel,llama3_8B,1.0,0
603,U.S.S.R.-Israel,llama3_8B,1.5,0
604,U.S.S.R.-Israel,mistral_7B,0.001,1
605,U.S.S.R.-Israel,mistral_7B,0.5,1
606,U.S.S.R.-Israel,mistral_7B,1.0,0
607,U.S.S.R.-Israel,mistral_7B,1.5,1
608,U.S.S.R.-Poland,gpt-3.5-turbo,0.001,1
609,U.S.S.R.-Poland,gpt-3.5-turbo,0.5,0
610,U.S.S.R.-Poland,gpt-3.5-turbo,1.0,1
611,U.S.S.R.-Poland,gpt-3.5-turbo,1.5,1
612,U.S.S.R.-Poland,gpt-4,0.001,0
613,U.S.S.R.-Poland,gpt-4,0.5,0
614,U.S.S.R.-Poland,gpt-4,1.0,1
615,U.S.S.R.-Poland,gpt-4,1.5,1
616,U.S.S.R.-Poland,llama2_13B,0.001,0
617,U.S.S.R.-Poland,llama2_13B,0.5,1
618,U.S.S.R.-Poland,llama2_13B,1.0,1
619,U.S.S.R.-Poland,llama2_13B,1.5,1
620,U.S.S.R.-Poland,llama2_70B,0.001,1
621,U.S.S.R.-Poland,llama2_70B,0.5,1
622,U.S.S.R.-Poland,llama2_70B,1.0,1
623,U.S.S.R.-Poland,llama2_70B,1.5,0
624,U.S.S.R.-Poland,llama2_7B,0.001,1
625,U.S.S.R.-Poland,llama2_7B,0.5,1
626,U.S.S.R.-Poland,llama2_7B,1.0,0
627,U.S.S.R.-Poland,llama2_7B,1.5,1
628,U.S.S.R.-Poland,llama3_70B,0.001,1
629,U.S.S.R.-Poland,llama3_70B,0.5,1
630,U.S.S.R.-Poland,llama3_70B,1.0,1
631,U.S.S.R.-Poland,llama3_70B,1.5,1
632,U.S.S.R.-Poland,llama3_8B,0.001,0
633,U.S.S.R.-Poland,llama3_8B,0.5,1
634,U.S.S.R.-Poland,llama3_8B,1.0,0
635,U.S.S.R.-Poland,llama3_8B,1.5,1
636,U.S.S.R.-Poland,mistral_7B,0.001,0
637,U.S.S.R.-Poland,mistral_7B,0.5,1
638,U.S.S.R.-Poland,mistral_7B,1.0,1
639,U.S.S.R.-Poland,mistral_7B,1.5,1
640,U.S.S.R.-Syria,gpt-3.5-turbo,0.001,1
641,U.S.S.R.-Syria,gpt-3.5-turbo,0.5,1
642,U.S.S.R.-Syria,gpt-3.5-turbo,1.0,1
643,U.S.S.R.-Syria,gpt-3.5-turbo,1.5,1
644,U.S.S.R.-Syria,gpt-4,0.001,0
645,U.S.S.R.-Syria,gpt-4,0.5,0
646,U.S.S.R.-Syria,gpt-4,1.0,1
647,U.S.S.R.-Syria,gpt-4,1.5,1
648,U.S.S.R.-Syria,llama2_13B,0.001,1
649,U.S.S.R.-Syria,llama2_13B,0.5,1
650,U.S.S.R.-Syria,llama2_13B,1.0,1
651,U.S.S.R.-Syria,llama2_13B,1.5,0
652,U.S.S.R.-Syria,llama2_70B,0.001,0
653,U.S.S.R.-Syria,llama2_70B,0.5,0
654,U.S.S.R.-Syria,llama2_70B,1.0,1
655,U.S.S.R.-Syria,llama2_70B,1.5,1
656,U.S.S.R.-Syria,llama2_7B,0.001,0
657,U.S.S.R.-Syria,llama2_7B,0.5,0
658,U.S.S.R.-Syria,llama2_7B,1.0,0
659,U.S.S.R.-Syria,llama2_7B,1.5,0
660,U.S.S.R.-Syria,llama3_70B,0.001,1
661,U.S.S.R.-Syria,llama3_70B,0.5,1
662,U.S.S.R.-Syria,llama3_70B,1.0,1
663,U.S.S.R.-Syria,llama3_70B,1.5,1
664,U.S.S.R.-Syria,llama3_8B,0.001,0
665,U.S.S.R.-Syria,llama3_8B,0.5,0
666,U.S.S.R.-Syria,llama3_8B,1.0,0
667,U.S.S.R.-Syria,llama3_8B,1.5,1
668,U.S.S.R.-Syria,mistral_7B,0.001,0
669,U.S.S.R.-Syria,mistral_7B,0.5,1
670,U.S.S.R.-Syria,mistral_7B,1.0,1
671,U.S.S.R.-Syria,mistral_7B,1.5,1
