,country_pair,prompt_style,model_name,temperature,sim_score_1,sim_score_2,sim_diff,p-values
256,Japan-Philippines,Dual_Similar_Degree (DSD),llama2_13B,0.001,10.0,8.0,2.0,[]
257,U.S.A.-Canada,Dual_Similar_Degree (DSD),llama2_13B,0.001,15.0,12.0,3.0,[]
258,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),llama2_13B,0.001,5.0,8.0,-3.0,[]
259,England-Ireland,Dual_Similar_Degree (DSD),llama2_13B,0.001,15.0,12.0,3.0,[]
260,Germany-Austria,Dual_Similar_Degree (DSD),llama2_13B,0.001,15.0,18.0,-3.0,[]
261,U.S.S.R.-France,Dual_Similar_Degree (DSD),llama2_13B,0.001,5.0,8.0,-3.0,[]
262,Belgium-Luxembourg,Dual_Similar_Degree (DSD),llama2_13B,0.001,15.0,12.0,3.0,[]
263,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),llama2_13B,0.001,8.0,4.0,4.0,[]
264,China-North Korea,Dual_Similar_Degree (DSD),llama2_13B,0.001,5.0,8.0,-3.0,[]
265,India-Sri Lanka,Dual_Similar_Degree (DSD),llama2_13B,0.001,15.0,12.0,3.0,[]
266,U.S.A.-France,Dual_Similar_Degree (DSD),llama2_13B,0.001,10.0,8.0,2.0,[]
267,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),llama2_13B,0.001,15.0,10.0,5.0,[]
268,England-Jordan,Dual_Similar_Degree (DSD),llama2_13B,0.001,10.0,8.0,2.0,[]
269,France-Israel,Dual_Similar_Degree (DSD),llama2_13B,0.001,10.0,8.0,2.0,[]
270,U.S.A.-Germany,Dual_Similar_Degree (DSD),llama2_13B,0.001,15.0,12.0,3.0,[]
271,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),llama2_13B,0.001,5.0,8.0,-3.0,[]
272,France-Algeria,Dual_Similar_Degree (DSD),llama2_13B,0.001,10.0,8.0,2.0,[]
273,U.S.A.-Mexico,Dual_Similar_Degree (DSD),llama2_13B,0.5,15.0,12.0,3.0,[]
274,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),llama2_13B,0.5,5.0,10.0,-5.0,[]
275,China-Albania,Dual_Similar_Degree (DSD),llama2_13B,0.5,5.0,8.0,-3.0,[]
276,U.S.A.-Israel,Dual_Similar_Degree (DSD),llama2_13B,0.5,15.0,12.0,3.0,[]
277,Japan-Philippines,Dual_Similar_Degree (DSD),llama2_13B,0.5,10.0,8.0,2.0,[]
278,U.S.A.-Canada,Dual_Similar_Degree (DSD),llama2_13B,0.5,15.0,12.0,3.0,[]
279,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),llama2_13B,0.5,5.0,8.0,-3.0,[]
280,England-Ireland,Dual_Similar_Degree (DSD),llama2_13B,0.5,15.0,12.0,3.0,[]
281,Germany-Austria,Dual_Similar_Degree (DSD),llama2_13B,0.5,15.0,12.0,3.0,[]
282,U.S.S.R.-France,Dual_Similar_Degree (DSD),llama2_13B,0.5,5.0,8.0,-3.0,[]
283,Belgium-Luxembourg,Dual_Similar_Degree (DSD),llama2_13B,0.5,15.0,18.0,-3.0,[]
284,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),llama2_13B,0.5,5.0,8.0,-3.0,[]
285,China-North Korea,Dual_Similar_Degree (DSD),llama2_13B,0.5,5.0,8.0,-3.0,[]
286,India-Sri Lanka,Dual_Similar_Degree (DSD),llama2_13B,0.5,15.0,10.0,5.0,[]
287,U.S.A.-France,Dual_Similar_Degree (DSD),llama2_13B,0.5,10.0,8.0,2.0,[]
288,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),llama2_13B,0.5,10.0,8.0,2.0,[]
289,England-Jordan,Dual_Similar_Degree (DSD),llama2_13B,0.5,10.0,8.0,2.0,[]
290,France-Israel,Dual_Similar_Degree (DSD),llama2_13B,0.5,10.0,8.0,2.0,[]
291,U.S.A.-Germany,Dual_Similar_Degree (DSD),llama2_13B,0.5,15.0,12.0,3.0,[]
292,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),llama2_13B,0.5,5.0,8.0,-3.0,[]
293,France-Algeria,Dual_Similar_Degree (DSD),llama2_13B,0.5,10.0,6.0,4.0,[]
294,U.S.A.-Mexico,Dual_Similar_Degree (DSD),llama2_13B,1.0,10.0,8.0,2.0,[]
295,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),llama2_13B,1.0,7.0,3.0,4.0,[]
296,China-Albania,Dual_Similar_Degree (DSD),llama2_13B,1.0,5.0,8.0,-3.0,[]
297,U.S.A.-Israel,Dual_Similar_Degree (DSD),llama2_13B,1.0,16.0,14.0,2.0,[]
298,Japan-Philippines,Dual_Similar_Degree (DSD),llama2_13B,1.0,8.0,4.0,4.0,[]
299,U.S.A.-Canada,Dual_Similar_Degree (DSD),llama2_13B,1.0,16.0,14.0,2.0,[]
300,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),llama2_13B,1.0,5.0,8.0,-3.0,[]
301,England-Ireland,Dual_Similar_Degree (DSD),llama2_13B,1.0,15.0,12.0,3.0,[]
302,Germany-Austria,Dual_Similar_Degree (DSD),llama2_13B,1.0,15.0,18.0,-3.0,[]
303,U.S.S.R.-France,Dual_Similar_Degree (DSD),llama2_13B,1.0,4.0,8.0,-4.0,[]
304,Belgium-Luxembourg,Dual_Similar_Degree (DSD),llama2_13B,1.0,15.0,12.0,3.0,[]
305,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),llama2_13B,1.0,10.0,8.0,2.0,[]
306,China-North Korea,Dual_Similar_Degree (DSD),llama2_13B,1.0,5.0,8.0,-3.0,[]
307,India-Sri Lanka,Dual_Similar_Degree (DSD),llama2_13B,1.0,15.0,12.0,3.0,[]
308,U.S.A.-France,Dual_Similar_Degree (DSD),llama2_13B,1.0,8.0,12.0,-4.0,[]
309,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),llama2_13B,1.0,12.0,8.0,4.0,[]
310,England-Jordan,Dual_Similar_Degree (DSD),llama2_13B,1.0,15.0,10.0,5.0,[]
311,France-Israel,Dual_Similar_Degree (DSD),llama2_13B,1.0,10.0,8.0,2.0,[]
312,U.S.A.-Germany,Dual_Similar_Degree (DSD),llama2_13B,1.0,15.0,12.0,3.0,[]
313,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),llama2_13B,1.0,5.0,8.0,-3.0,[]
314,France-Algeria,Dual_Similar_Degree (DSD),llama2_13B,1.0,10.0,8.0,2.0,[]
315,U.S.A.-Mexico,Dual_Similar_Degree (DSD),llama2_13B,1.5,12.0,15.0,-3.0,[]
316,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),llama2_13B,1.5,5.0,8.0,-3.0,[]
317,China-Albania,Dual_Similar_Degree (DSD),llama2_13B,1.5,5.0,8.0,-3.0,[]
318,U.S.A.-Israel,Dual_Similar_Degree (DSD),llama2_13B,1.5,,,,[]
319,Japan-Philippines,Dual_Similar_Degree (DSD),llama2_13B,1.5,15.0,8.0,7.0,[]
320,U.S.A.-Canada,Dual_Similar_Degree (DSD),llama2_13B,1.5,15.0,10.0,5.0,[]
321,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),llama2_13B,1.5,5.0,8.0,-3.0,[]
322,England-Ireland,Dual_Similar_Degree (DSD),llama2_13B,1.5,15.0,12.0,3.0,[]
323,Germany-Austria,Dual_Similar_Degree (DSD),llama2_13B,1.5,15.0,10.0,5.0,[]
324,U.S.S.R.-France,Dual_Similar_Degree (DSD),llama2_13B,1.5,5.0,8.0,-3.0,[]
325,Belgium-Luxembourg,Dual_Similar_Degree (DSD),llama2_13B,1.5,15.0,18.0,-3.0,[]
326,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),llama2_13B,1.5,8.0,12.0,-4.0,[]
327,China-North Korea,Dual_Similar_Degree (DSD),llama2_13B,1.5,10.0,5.0,5.0,[]
328,India-Sri Lanka,Dual_Similar_Degree (DSD),llama2_13B,1.5,15.0,1.0,14.0,[]
329,U.S.A.-France,Dual_Similar_Degree (DSD),llama2_13B,1.5,10.0,8.0,2.0,[]
330,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),llama2_13B,1.5,12.0,8.0,4.0,[]
331,England-Jordan,Dual_Similar_Degree (DSD),llama2_13B,1.5,8.0,6.0,2.0,[]
332,France-Israel,Dual_Similar_Degree (DSD),llama2_13B,1.5,8.0,4.0,4.0,[]
333,U.S.A.-Germany,Dual_Similar_Degree (DSD),llama2_13B,1.5,10.0,8.0,2.0,[]
334,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),llama2_13B,1.5,3.0,8.0,-5.0,[]
335,France-Algeria,Dual_Similar_Degree (DSD),llama2_13B,1.5,5.0,8.0,-3.0,[]
336,U.S.A.-Mexico,Dual_Similar_Degree (DSD),llama2_70B,0.001,10.0,15.0,-5.0,[]
337,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),llama2_70B,0.001,12.0,15.0,-3.0,[]
338,China-Albania,Dual_Similar_Degree (DSD),llama2_70B,0.001,8.0,12.0,-4.0,[]
339,U.S.A.-Israel,Dual_Similar_Degree (DSD),llama2_70B,0.001,15.0,18.0,-3.0,[]
340,Japan-Philippines,Dual_Similar_Degree (DSD),llama2_70B,0.001,12.0,15.0,-3.0,[]
341,U.S.A.-Canada,Dual_Similar_Degree (DSD),llama2_70B,0.001,15.0,18.0,-3.0,[]
342,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),llama2_70B,0.001,8.0,12.0,-4.0,[]
343,England-Ireland,Dual_Similar_Degree (DSD),llama2_70B,0.001,15.0,17.0,-2.0,[]
344,Germany-Austria,Dual_Similar_Degree (DSD),llama2_70B,0.001,15.0,17.0,-2.0,[]
345,U.S.S.R.-France,Dual_Similar_Degree (DSD),llama2_70B,0.001,8.0,12.0,-4.0,[]
346,Belgium-Luxembourg,Dual_Similar_Degree (DSD),llama2_70B,0.001,15.0,17.0,-2.0,[]
347,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),llama2_70B,0.001,12.0,15.0,-3.0,[]
348,China-North Korea,Dual_Similar_Degree (DSD),llama2_70B,0.001,12.0,15.0,-3.0,[]
349,India-Sri Lanka,Dual_Similar_Degree (DSD),llama2_70B,0.001,15.0,18.0,-3.0,[]
350,U.S.A.-France,Dual_Similar_Degree (DSD),llama2_70B,0.001,12.0,15.0,-3.0,[]
351,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),llama2_70B,0.001,15.0,18.0,-3.0,[]
352,England-Jordan,Dual_Similar_Degree (DSD),llama2_70B,0.001,8.0,12.0,-4.0,[]
353,France-Israel,Dual_Similar_Degree (DSD),llama2_70B,0.001,8.0,12.0,-4.0,[]
354,U.S.A.-Germany,Dual_Similar_Degree (DSD),llama2_70B,0.001,15.0,18.0,-3.0,[]
355,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),llama2_70B,0.001,5.0,8.0,-3.0,[]
356,France-Algeria,Dual_Similar_Degree (DSD),llama2_70B,0.001,10.0,15.0,-5.0,[]
357,U.S.A.-Mexico,Dual_Similar_Degree (DSD),llama2_70B,0.5,10.0,15.0,-5.0,[]
358,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),llama2_70B,0.5,12.0,15.0,-3.0,[]
359,China-Albania,Dual_Similar_Degree (DSD),llama2_70B,0.5,5.0,8.0,-3.0,[]
360,U.S.A.-Israel,Dual_Similar_Degree (DSD),llama2_70B,0.5,12.0,15.0,-3.0,[]
361,Japan-Philippines,Dual_Similar_Degree (DSD),llama2_70B,0.5,10.0,15.0,-5.0,[]
362,U.S.A.-Canada,Dual_Similar_Degree (DSD),llama2_70B,0.5,15.0,18.0,-3.0,[]
363,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),llama2_70B,0.5,8.0,12.0,-4.0,[]
364,England-Ireland,Dual_Similar_Degree (DSD),llama2_70B,0.5,15.0,17.0,-2.0,[]
365,Germany-Austria,Dual_Similar_Degree (DSD),llama2_70B,0.5,15.0,17.0,-2.0,[]
366,U.S.S.R.-France,Dual_Similar_Degree (DSD),llama2_70B,0.5,8.0,12.0,-4.0,[]
367,Belgium-Luxembourg,Dual_Similar_Degree (DSD),llama2_70B,0.5,15.0,17.0,-2.0,[]
368,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),llama2_70B,0.5,12.0,18.0,-6.0,[]
369,China-North Korea,Dual_Similar_Degree (DSD),llama2_70B,0.5,12.0,15.0,-3.0,[]
370,India-Sri Lanka,Dual_Similar_Degree (DSD),llama2_70B,0.5,15.0,18.0,-3.0,[]
371,U.S.A.-France,Dual_Similar_Degree (DSD),llama2_70B,0.5,10.0,15.0,-5.0,[]
372,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),llama2_70B,0.5,15.0,18.0,-3.0,[]
373,England-Jordan,Dual_Similar_Degree (DSD),llama2_70B,0.5,8.0,12.0,-4.0,[]
374,France-Israel,Dual_Similar_Degree (DSD),llama2_70B,0.5,8.0,12.0,-4.0,[]
375,U.S.A.-Germany,Dual_Similar_Degree (DSD),llama2_70B,0.5,15.0,18.0,-3.0,[]
376,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),llama2_70B,0.5,5.0,8.0,-3.0,[]
377,France-Algeria,Dual_Similar_Degree (DSD),llama2_70B,0.5,12.0,15.0,-3.0,[]
378,U.S.A.-Mexico,Dual_Similar_Degree (DSD),llama2_70B,1.0,10.0,15.0,-5.0,[]
379,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),llama2_70B,1.0,10.0,8.0,2.0,[]
380,China-Albania,Dual_Similar_Degree (DSD),llama2_70B,1.0,5.0,8.0,-3.0,[]
381,U.S.A.-Israel,Dual_Similar_Degree (DSD),llama2_70B,1.0,15.0,18.0,-3.0,[]
382,Japan-Philippines,Dual_Similar_Degree (DSD),llama2_70B,1.0,10.0,15.0,-5.0,[]
383,U.S.A.-Canada,Dual_Similar_Degree (DSD),llama2_70B,1.0,15.0,18.0,-3.0,[]
384,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),llama2_70B,1.0,8.0,12.0,-4.0,[]
385,England-Ireland,Dual_Similar_Degree (DSD),llama2_70B,1.0,15.0,18.0,-3.0,[]
386,Germany-Austria,Dual_Similar_Degree (DSD),llama2_70B,1.0,15.0,17.0,-2.0,[]
387,U.S.S.R.-France,Dual_Similar_Degree (DSD),llama2_70B,1.0,8.0,12.0,-4.0,[]
388,Belgium-Luxembourg,Dual_Similar_Degree (DSD),llama2_70B,1.0,15.0,17.0,-2.0,[]
389,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),llama2_70B,1.0,12.0,18.0,-6.0,[]
390,China-North Korea,Dual_Similar_Degree (DSD),llama2_70B,1.0,12.0,17.0,-5.0,[]
391,India-Sri Lanka,Dual_Similar_Degree (DSD),llama2_70B,1.0,15.0,18.0,-3.0,[]
392,U.S.A.-France,Dual_Similar_Degree (DSD),llama2_70B,1.0,12.0,17.0,-5.0,[]
393,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),llama2_70B,1.0,15.0,17.0,-2.0,[]
394,England-Jordan,Dual_Similar_Degree (DSD),llama2_70B,1.0,10.0,15.0,-5.0,[]
395,France-Israel,Dual_Similar_Degree (DSD),llama2_70B,1.0,8.0,12.0,-4.0,[]
396,U.S.A.-Germany,Dual_Similar_Degree (DSD),llama2_70B,1.0,12.0,15.0,-3.0,[]
397,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),llama2_70B,1.0,5.0,8.0,-3.0,[]
398,France-Algeria,Dual_Similar_Degree (DSD),llama2_70B,1.0,10.0,15.0,-5.0,[]
399,U.S.A.-Mexico,Dual_Similar_Degree (DSD),llama2_70B,1.5,12.0,18.0,-6.0,[]
400,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),llama2_70B,1.5,8.0,6.0,2.0,[]
401,China-Albania,Dual_Similar_Degree (DSD),llama2_70B,1.5,8.0,12.0,-4.0,[]
402,U.S.A.-Israel,Dual_Similar_Degree (DSD),llama2_70B,1.5,12.0,15.0,-3.0,[]
403,Japan-Philippines,Dual_Similar_Degree (DSD),llama2_70B,1.5,15.0,18.0,-3.0,[]
404,U.S.A.-Canada,Dual_Similar_Degree (DSD),llama2_70B,1.5,15.0,18.0,-3.0,[]
405,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),llama2_70B,1.5,8.0,12.0,-4.0,[]
406,England-Ireland,Dual_Similar_Degree (DSD),llama2_70B,1.5,12.0,17.0,-5.0,[]
407,Germany-Austria,Dual_Similar_Degree (DSD),llama2_70B,1.5,15.0,18.0,-3.0,[]
408,U.S.S.R.-France,Dual_Similar_Degree (DSD),llama2_70B,1.5,8.0,12.0,-4.0,[]
409,Belgium-Luxembourg,Dual_Similar_Degree (DSD),llama2_70B,1.5,15.0,17.0,-2.0,[]
410,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),llama2_70B,1.5,12.0,15.0,-3.0,[]
411,China-North Korea,Dual_Similar_Degree (DSD),llama2_70B,1.5,10.0,8.0,2.0,[]
412,India-Sri Lanka,Dual_Similar_Degree (DSD),llama2_70B,1.5,15.0,18.0,-3.0,[]
413,U.S.A.-France,Dual_Similar_Degree (DSD),llama2_70B,1.5,15.0,10.0,5.0,[]
414,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),llama2_70B,1.5,15.0,18.0,-3.0,[]
415,England-Jordan,Dual_Similar_Degree (DSD),llama2_70B,1.5,8.0,12.0,-4.0,[]
416,France-Israel,Dual_Similar_Degree (DSD),llama2_70B,1.5,8.0,12.0,-4.0,[]
417,U.S.A.-Germany,Dual_Similar_Degree (DSD),llama2_70B,1.5,12.0,15.0,-3.0,[]
418,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),llama2_70B,1.5,8.0,12.0,-4.0,[]
419,France-Algeria,Dual_Similar_Degree (DSD),llama2_70B,1.5,10.0,15.0,-5.0,[]
420,U.S.A.-Mexico,Dual_Similar_Degree (DSD),llama3_70B,0.001,12.0,12.0,0.0,[]
421,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),llama3_70B,0.001,6.0,6.0,0.0,[]
422,China-Albania,Dual_Similar_Degree (DSD),llama3_70B,0.001,4.0,4.0,0.0,[]
423,U.S.A.-Israel,Dual_Similar_Degree (DSD),llama3_70B,0.001,12.0,12.0,0.0,[]
424,Japan-Philippines,Dual_Similar_Degree (DSD),llama3_70B,0.001,12.0,12.0,0.0,[]
425,U.S.A.-Canada,Dual_Similar_Degree (DSD),llama3_70B,0.001,16.0,16.0,0.0,[]
426,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),llama3_70B,0.001,4.0,4.0,0.0,[]
427,England-Ireland,Dual_Similar_Degree (DSD),llama3_70B,0.001,16.0,16.0,0.0,[]
428,Germany-Austria,Dual_Similar_Degree (DSD),llama3_70B,0.001,18.0,18.0,0.0,[]
429,U.S.S.R.-France,Dual_Similar_Degree (DSD),llama3_70B,0.001,4.0,4.0,0.0,[]
430,Belgium-Luxembourg,Dual_Similar_Degree (DSD),llama3_70B,0.001,18.0,18.0,0.0,[]
431,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),llama3_70B,0.001,6.0,6.0,0.0,[]
432,China-North Korea,Dual_Similar_Degree (DSD),llama3_70B,0.001,12.0,12.0,0.0,[]
433,India-Sri Lanka,Dual_Similar_Degree (DSD),llama3_70B,0.001,16.0,16.0,0.0,[]
434,U.S.A.-France,Dual_Similar_Degree (DSD),llama3_70B,0.001,12.0,12.0,0.0,[]
435,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),llama3_70B,0.001,16.0,16.0,0.0,[]
436,England-Jordan,Dual_Similar_Degree (DSD),llama3_70B,0.001,6.0,6.0,0.0,[]
437,France-Israel,Dual_Similar_Degree (DSD),llama3_70B,0.001,8.0,8.0,0.0,[]
438,U.S.A.-Germany,Dual_Similar_Degree (DSD),llama3_70B,0.001,14.0,14.0,0.0,[]
439,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),llama3_70B,0.001,4.0,4.0,0.0,[]
440,France-Algeria,Dual_Similar_Degree (DSD),llama3_70B,0.001,12.0,12.0,0.0,[]
441,U.S.A.-Mexico,Dual_Similar_Degree (DSD),llama3_70B,0.5,12.0,12.0,0.0,[]
442,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),llama3_70B,0.5,4.0,4.0,0.0,[]
443,China-Albania,Dual_Similar_Degree (DSD),llama3_70B,0.5,4.0,4.0,0.0,[]
444,U.S.A.-Israel,Dual_Similar_Degree (DSD),llama3_70B,0.5,12.0,12.0,0.0,[]
445,Japan-Philippines,Dual_Similar_Degree (DSD),llama3_70B,0.5,12.0,12.0,0.0,[]
446,U.S.A.-Canada,Dual_Similar_Degree (DSD),llama3_70B,0.5,16.0,16.0,0.0,[]
447,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),llama3_70B,0.5,4.0,4.0,0.0,[]
448,England-Ireland,Dual_Similar_Degree (DSD),llama3_70B,0.5,17.0,17.0,0.0,[]
449,Germany-Austria,Dual_Similar_Degree (DSD),llama3_70B,0.5,16.0,16.0,0.0,[]
450,U.S.S.R.-France,Dual_Similar_Degree (DSD),llama3_70B,0.5,4.0,4.0,0.0,[]
451,Belgium-Luxembourg,Dual_Similar_Degree (DSD),llama3_70B,0.5,18.0,18.0,0.0,[]
452,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),llama3_70B,0.5,12.0,12.0,0.0,[]
453,China-North Korea,Dual_Similar_Degree (DSD),llama3_70B,0.5,12.0,12.0,0.0,[]
454,India-Sri Lanka,Dual_Similar_Degree (DSD),llama3_70B,0.5,16.0,16.0,0.0,[]
455,U.S.A.-France,Dual_Similar_Degree (DSD),llama3_70B,0.5,12.0,12.0,0.0,[]
456,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),llama3_70B,0.5,15.0,15.0,0.0,[]
457,England-Jordan,Dual_Similar_Degree (DSD),llama3_70B,0.5,6.0,6.0,0.0,[]
458,France-Israel,Dual_Similar_Degree (DSD),llama3_70B,0.5,8.0,8.0,0.0,[]
459,U.S.A.-Germany,Dual_Similar_Degree (DSD),llama3_70B,0.5,14.0,14.0,0.0,[]
460,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),llama3_70B,0.5,4.0,4.0,0.0,[]
461,France-Algeria,Dual_Similar_Degree (DSD),llama3_70B,0.5,12.0,12.0,0.0,[]
462,U.S.A.-Mexico,Dual_Similar_Degree (DSD),llama3_70B,1.0,12.0,12.0,0.0,[]
463,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),llama3_70B,1.0,4.0,4.0,0.0,[]
464,China-Albania,Dual_Similar_Degree (DSD),llama3_70B,1.0,4.0,4.0,0.0,[]
465,U.S.A.-Israel,Dual_Similar_Degree (DSD),llama3_70B,1.0,12.0,12.0,0.0,[]
466,Japan-Philippines,Dual_Similar_Degree (DSD),llama3_70B,1.0,12.0,12.0,0.0,[]
467,U.S.A.-Canada,Dual_Similar_Degree (DSD),llama3_70B,1.0,16.0,16.0,0.0,[]
468,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),llama3_70B,1.0,3.0,3.0,0.0,[]
469,England-Ireland,Dual_Similar_Degree (DSD),llama3_70B,1.0,16.0,16.0,0.0,[]
470,Germany-Austria,Dual_Similar_Degree (DSD),llama3_70B,1.0,18.0,18.0,0.0,[]
471,U.S.S.R.-France,Dual_Similar_Degree (DSD),llama3_70B,1.0,6.0,6.0,0.0,[]
472,Belgium-Luxembourg,Dual_Similar_Degree (DSD),llama3_70B,1.0,18.0,19.0,-1.0,[]
473,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),llama3_70B,1.0,8.0,8.0,0.0,[]
474,China-North Korea,Dual_Similar_Degree (DSD),llama3_70B,1.0,12.0,12.0,0.0,[]
475,India-Sri Lanka,Dual_Similar_Degree (DSD),llama3_70B,1.0,14.0,15.0,-1.0,[]
476,U.S.A.-France,Dual_Similar_Degree (DSD),llama3_70B,1.0,12.0,12.0,0.0,[]
477,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),llama3_70B,1.0,16.0,16.0,0.0,[]
478,England-Jordan,Dual_Similar_Degree (DSD),llama3_70B,1.0,6.0,6.0,0.0,[]
479,France-Israel,Dual_Similar_Degree (DSD),llama3_70B,1.0,8.0,8.0,0.0,[]
480,U.S.A.-Germany,Dual_Similar_Degree (DSD),llama3_70B,1.0,14.0,14.0,0.0,[]
481,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),llama3_70B,1.0,4.0,4.0,0.0,[]
482,France-Algeria,Dual_Similar_Degree (DSD),llama3_70B,1.0,12.0,12.0,0.0,[]
483,U.S.A.-Mexico,Dual_Similar_Degree (DSD),llama3_70B,1.5,12.0,12.0,0.0,[]
484,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),llama3_70B,1.5,8.0,8.0,0.0,[]
485,China-Albania,Dual_Similar_Degree (DSD),llama3_70B,1.5,4.0,4.0,0.0,[]
486,U.S.A.-Israel,Dual_Similar_Degree (DSD),llama3_70B,1.5,14.0,14.0,0.0,[]
487,Japan-Philippines,Dual_Similar_Degree (DSD),llama3_70B,1.5,12.0,12.0,0.0,[]
488,U.S.A.-Canada,Dual_Similar_Degree (DSD),llama3_70B,1.5,16.0,16.0,0.0,[]
489,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),llama3_70B,1.5,4.0,4.0,0.0,[]
490,England-Ireland,Dual_Similar_Degree (DSD),llama3_70B,1.5,14.0,14.0,0.0,[]
491,Germany-Austria,Dual_Similar_Degree (DSD),llama3_70B,1.5,16.0,17.0,-1.0,[]
492,U.S.S.R.-France,Dual_Similar_Degree (DSD),llama3_70B,1.5,4.0,4.0,0.0,[]
493,Belgium-Luxembourg,Dual_Similar_Degree (DSD),llama3_70B,1.5,16.0,16.0,0.0,[]
494,U.S.A.-U.S.S.R.,Dual_Similar_Degree (DSD),llama3_70B,1.5,8.0,8.0,0.0,[]
495,China-North Korea,Dual_Similar_Degree (DSD),llama3_70B,1.5,12.0,12.0,0.0,[]
496,India-Sri Lanka,Dual_Similar_Degree (DSD),llama3_70B,1.5,14.0,14.0,0.0,[]
497,U.S.A.-France,Dual_Similar_Degree (DSD),llama3_70B,1.5,12.0,12.0,0.0,[]
498,U.S.S.R.-Cuba,Dual_Similar_Degree (DSD),llama3_70B,1.5,16.0,18.0,-2.0,[]
499,England-Jordan,Dual_Similar_Degree (DSD),llama3_70B,1.5,5.0,5.0,0.0,[]
500,France-Israel,Dual_Similar_Degree (DSD),llama3_70B,1.5,12.0,12.0,0.0,[]
501,U.S.A.-Germany,Dual_Similar_Degree (DSD),llama3_70B,1.5,12.0,12.0,0.0,[]
502,U.S.S.R.-Syria,Dual_Similar_Degree (DSD),llama3_70B,1.5,4.0,4.0,0.0,[]
503,France-Algeria,Dual_Similar_Degree (DSD),llama3_70B,1.5,14.0,14.0,0.0,[]
504,U.S.A.-Mexico,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,,,,[]
505,U.S.S.R.-Poland,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
506,China-Albania,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,5.0,5.0,0.0,[]
507,U.S.A.-Israel,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
508,Japan-Philippines,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,15.0,15.0,0.0,[]
509,U.S.A.-Canada,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,18.0,18.0,0.0,[]
510,U.S.S.R.-Israel,Dual_Similar_Degree (DSD),gpt-3.5-turbo,0.001,5.0,3.0,2.0,[]
