,country_pair,prompt_style,model_name,temperature,sim_score_1,sim_score_2,sim_diff,p-values
287,U.S.A.-France,Single_Similar_To (SST),llama2_13B,0.5,5,10.0,-5.0,[]
288,U.S.S.R.-Cuba,Single_Similar_To (SST),llama2_13B,0.5,15,10.0,5.0,[]
289,England-Jordan,Single_Similar_To (SST),llama2_13B,0.5,5,5.0,0.0,[]
290,France-Israel,Single_Similar_To (SST),llama2_13B,0.5,5,10.0,-5.0,[]
291,U.S.A.-Germany,Single_Similar_To (SST),llama2_13B,0.5,14,12.0,2.0,[]
292,U.S.S.R.-Syria,Single_Similar_To (SST),llama2_13B,0.5,5,0.0,5.0,[]
293,France-Algeria,Single_Similar_To (SST),llama2_13B,0.5,5,5.0,0.0,[]
294,U.S.A.-Mexico,Single_Similar_To (SST),llama2_13B,1.0,15,15.0,0.0,[]
295,U.S.S.R.-Poland,Single_Similar_To (SST),llama2_13B,1.0,5,1.0,4.0,[]
296,China-Albania,Single_Similar_To (SST),llama2_13B,1.0,3,0.0,3.0,[]
297,U.S.A.-Israel,Single_Similar_To (SST),llama2_13B,1.0,14,14.0,0.0,[]
298,Japan-Philippines,Single_Similar_To (SST),llama2_13B,1.0,8,7.0,1.0,[]
299,U.S.A.-Canada,Single_Similar_To (SST),llama2_13B,1.0,16,15.0,1.0,[]
300,U.S.S.R.-Israel,Single_Similar_To (SST),llama2_13B,1.0,5,4.0,1.0,[]
301,England-Ireland,Single_Similar_To (SST),llama2_13B,1.0,15,15.0,0.0,[]
302,Germany-Austria,Single_Similar_To (SST),llama2_13B,1.0,15,15.0,0.0,[]
303,U.S.S.R.-France,Single_Similar_To (SST),llama2_13B,1.0,5,5.0,0.0,[]
304,Belgium-Luxembourg,Single_Similar_To (SST),llama2_13B,1.0,15,15.0,0.0,[]
305,U.S.A.-U.S.S.R.,Single_Similar_To (SST),llama2_13B,1.0,5,15.0,-10.0,[]
306,China-North Korea,Single_Similar_To (SST),llama2_13B,1.0,5,12.0,-7.0,[]
307,India-Sri Lanka,Single_Similar_To (SST),llama2_13B,1.0,15,15.0,0.0,[]
308,U.S.A.-France,Single_Similar_To (SST),llama2_13B,1.0,12,14.0,-2.0,[]
309,U.S.S.R.-Cuba,Single_Similar_To (SST),llama2_13B,1.0,14,8.0,6.0,[]
310,England-Jordan,Single_Similar_To (SST),llama2_13B,1.0,8,8.0,0.0,[]
311,France-Israel,Single_Similar_To (SST),llama2_13B,1.0,5,14.0,-9.0,[]
312,U.S.A.-Germany,Single_Similar_To (SST),llama2_13B,1.0,15,12.0,3.0,[]
313,U.S.S.R.-Syria,Single_Similar_To (SST),llama2_13B,1.0,5,3.0,2.0,[]
314,France-Algeria,Single_Similar_To (SST),llama2_13B,1.0,6,8.0,-2.0,[]
315,U.S.A.-Mexico,Single_Similar_To (SST),llama2_13B,1.5,14,15.0,-1.0,[]
316,U.S.S.R.-Poland,Single_Similar_To (SST),llama2_13B,1.5,5,5.0,0.0,[]
317,China-Albania,Single_Similar_To (SST),llama2_13B,1.5,2,2.0,0.0,[]
318,U.S.A.-Israel,Single_Similar_To (SST),llama2_13B,1.5,14,12.0,2.0,[]
319,Japan-Philippines,Single_Similar_To (SST),llama2_13B,1.5,8,5.0,3.0,[]
320,U.S.A.-Canada,Single_Similar_To (SST),llama2_13B,1.5,15,15.0,0.0,[]
321,U.S.S.R.-Israel,Single_Similar_To (SST),llama2_13B,1.5,5,3.0,2.0,[]
322,England-Ireland,Single_Similar_To (SST),llama2_13B,1.5,15,14.0,1.0,[]
323,Germany-Austria,Single_Similar_To (SST),llama2_13B,1.5,15,15.0,0.0,[]
324,U.S.S.R.-France,Single_Similar_To (SST),llama2_13B,1.5,5,3.0,2.0,[]
325,Belgium-Luxembourg,Single_Similar_To (SST),llama2_13B,1.5,15,15.0,0.0,[]
326,U.S.A.-U.S.S.R.,Single_Similar_To (SST),llama2_13B,1.5,4,3.0,1.0,[]
327,China-North Korea,Single_Similar_To (SST),llama2_13B,1.5,2,15.0,-13.0,[]
328,India-Sri Lanka,Single_Similar_To (SST),llama2_13B,1.5,14,15.0,-1.0,[]
329,U.S.A.-France,Single_Similar_To (SST),llama2_13B,1.5,8,10.0,-2.0,[]
330,U.S.S.R.-Cuba,Single_Similar_To (SST),llama2_13B,1.5,14,12.0,2.0,[]
331,England-Jordan,Single_Similar_To (SST),llama2_13B,1.5,6,6.0,0.0,[]
332,France-Israel,Single_Similar_To (SST),llama2_13B,1.5,8,12.0,-4.0,[]
333,U.S.A.-Germany,Single_Similar_To (SST),llama2_13B,1.5,12,12.0,0.0,[]
334,U.S.S.R.-Syria,Single_Similar_To (SST),llama2_13B,1.5,5,2.0,3.0,[]
335,France-Algeria,Single_Similar_To (SST),llama2_13B,1.5,6,5.0,1.0,[]
336,U.S.A.-Mexico,Single_Similar_To (SST),llama2_70B,0.001,10,10.0,0.0,[]
337,U.S.S.R.-Poland,Single_Similar_To (SST),llama2_70B,0.001,10,5.0,5.0,[]
338,China-Albania,Single_Similar_To (SST),llama2_70B,0.001,5,5.0,0.0,[]
339,U.S.A.-Israel,Single_Similar_To (SST),llama2_70B,0.001,12,12.0,0.0,[]
340,Japan-Philippines,Single_Similar_To (SST),llama2_70B,0.001,12,12.0,0.0,[]
341,U.S.A.-Canada,Single_Similar_To (SST),llama2_70B,0.001,15,12.0,3.0,[]
342,U.S.S.R.-Israel,Single_Similar_To (SST),llama2_70B,0.001,12,5.0,7.0,[]
343,England-Ireland,Single_Similar_To (SST),llama2_70B,0.001,12,12.0,0.0,[]
344,Germany-Austria,Single_Similar_To (SST),llama2_70B,0.001,17,15.0,2.0,[]
345,U.S.S.R.-France,Single_Similar_To (SST),llama2_70B,0.001,10,5.0,5.0,[]
346,Belgium-Luxembourg,Single_Similar_To (SST),llama2_70B,0.001,18,15.0,3.0,[]
347,U.S.A.-U.S.S.R.,Single_Similar_To (SST),llama2_70B,0.001,5,10.0,-5.0,[]
348,China-North Korea,Single_Similar_To (SST),llama2_70B,0.001,5,12.0,-7.0,[]
349,India-Sri Lanka,Single_Similar_To (SST),llama2_70B,0.001,12,12.0,0.0,[]
350,U.S.A.-France,Single_Similar_To (SST),llama2_70B,0.001,10,12.0,-2.0,[]
351,U.S.S.R.-Cuba,Single_Similar_To (SST),llama2_70B,0.001,12,12.0,0.0,[]
352,England-Jordan,Single_Similar_To (SST),llama2_70B,0.001,10,12.0,-2.0,[]
353,France-Israel,Single_Similar_To (SST),llama2_70B,0.001,10,12.0,-2.0,[]
354,U.S.A.-Germany,Single_Similar_To (SST),llama2_70B,0.001,12,12.0,0.0,[]
355,U.S.S.R.-Syria,Single_Similar_To (SST),llama2_70B,0.001,5,5.0,0.0,[]
356,France-Algeria,Single_Similar_To (SST),llama2_70B,0.001,10,10.0,0.0,[]
357,U.S.A.-Mexico,Single_Similar_To (SST),llama2_70B,0.5,10,12.0,-2.0,[]
358,U.S.S.R.-Poland,Single_Similar_To (SST),llama2_70B,0.5,12,5.0,7.0,[]
359,China-Albania,Single_Similar_To (SST),llama2_70B,0.5,5,5.0,0.0,[]
360,U.S.A.-Israel,Single_Similar_To (SST),llama2_70B,0.5,10,12.0,-2.0,[]
361,Japan-Philippines,Single_Similar_To (SST),llama2_70B,0.5,10,12.0,-2.0,[]
362,U.S.A.-Canada,Single_Similar_To (SST),llama2_70B,0.5,15,12.0,3.0,[]
363,U.S.S.R.-Israel,Single_Similar_To (SST),llama2_70B,0.5,10,5.0,5.0,[]
364,England-Ireland,Single_Similar_To (SST),llama2_70B,0.5,12,12.0,0.0,[]
365,Germany-Austria,Single_Similar_To (SST),llama2_70B,0.5,15,17.0,-2.0,[]
366,U.S.S.R.-France,Single_Similar_To (SST),llama2_70B,0.5,5,5.0,0.0,[]
367,Belgium-Luxembourg,Single_Similar_To (SST),llama2_70B,0.5,15,17.0,-2.0,[]
368,U.S.A.-U.S.S.R.,Single_Similar_To (SST),llama2_70B,0.5,12,12.0,0.0,[]
369,China-North Korea,Single_Similar_To (SST),llama2_70B,0.5,5,12.0,-7.0,[]
370,India-Sri Lanka,Single_Similar_To (SST),llama2_70B,0.5,12,12.0,0.0,[]
371,U.S.A.-France,Single_Similar_To (SST),llama2_70B,0.5,10,12.0,-2.0,[]
372,U.S.S.R.-Cuba,Single_Similar_To (SST),llama2_70B,0.5,12,12.0,0.0,[]
373,England-Jordan,Single_Similar_To (SST),llama2_70B,0.5,10,12.0,-2.0,[]
374,France-Israel,Single_Similar_To (SST),llama2_70B,0.5,10,10.0,0.0,[]
375,U.S.A.-Germany,Single_Similar_To (SST),llama2_70B,0.5,12,12.0,0.0,[]
376,U.S.S.R.-Syria,Single_Similar_To (SST),llama2_70B,0.5,5,5.0,0.0,[]
377,France-Algeria,Single_Similar_To (SST),llama2_70B,0.5,12,10.0,2.0,[]
378,U.S.A.-Mexico,Single_Similar_To (SST),llama2_70B,1.0,10,10.0,0.0,[]
379,U.S.S.R.-Poland,Single_Similar_To (SST),llama2_70B,1.0,12,5.0,7.0,[]
380,China-Albania,Single_Similar_To (SST),llama2_70B,1.0,5,5.0,0.0,[]
381,U.S.A.-Israel,Single_Similar_To (SST),llama2_70B,1.0,12,12.0,0.0,[]
382,Japan-Philippines,Single_Similar_To (SST),llama2_70B,1.0,12,12.0,0.0,[]
383,U.S.A.-Canada,Single_Similar_To (SST),llama2_70B,1.0,12,12.0,0.0,[]
384,U.S.S.R.-Israel,Single_Similar_To (SST),llama2_70B,1.0,10,5.0,5.0,[]
385,England-Ireland,Single_Similar_To (SST),llama2_70B,1.0,12,12.0,0.0,[]
386,Germany-Austria,Single_Similar_To (SST),llama2_70B,1.0,15,15.0,0.0,[]
387,U.S.S.R.-France,Single_Similar_To (SST),llama2_70B,1.0,5,5.0,0.0,[]
388,Belgium-Luxembourg,Single_Similar_To (SST),llama2_70B,1.0,18,15.0,3.0,[]
389,U.S.A.-U.S.S.R.,Single_Similar_To (SST),llama2_70B,1.0,12,10.0,2.0,[]
390,China-North Korea,Single_Similar_To (SST),llama2_70B,1.0,5,12.0,-7.0,[]
391,India-Sri Lanka,Single_Similar_To (SST),llama2_70B,1.0,12,12.0,0.0,[]
392,U.S.A.-France,Single_Similar_To (SST),llama2_70B,1.0,10,12.0,-2.0,[]
393,U.S.S.R.-Cuba,Single_Similar_To (SST),llama2_70B,1.0,10,12.0,-2.0,[]
394,England-Jordan,Single_Similar_To (SST),llama2_70B,1.0,12,12.0,0.0,[]
395,France-Israel,Single_Similar_To (SST),llama2_70B,1.0,12,12.0,0.0,[]
396,U.S.A.-Germany,Single_Similar_To (SST),llama2_70B,1.0,10,12.0,-2.0,[]
397,U.S.S.R.-Syria,Single_Similar_To (SST),llama2_70B,1.0,5,5.0,0.0,[]
398,France-Algeria,Single_Similar_To (SST),llama2_70B,1.0,12,12.0,0.0,[]
399,U.S.A.-Mexico,Single_Similar_To (SST),llama2_70B,1.5,10,12.0,-2.0,[]
400,U.S.S.R.-Poland,Single_Similar_To (SST),llama2_70B,1.5,5,5.0,0.0,[]
401,China-Albania,Single_Similar_To (SST),llama2_70B,1.5,5,5.0,0.0,[]
402,U.S.A.-Israel,Single_Similar_To (SST),llama2_70B,1.5,10,12.0,-2.0,[]
403,Japan-Philippines,Single_Similar_To (SST),llama2_70B,1.5,10,12.0,-2.0,[]
404,U.S.A.-Canada,Single_Similar_To (SST),llama2_70B,1.5,12,10.0,2.0,[]
405,U.S.S.R.-Israel,Single_Similar_To (SST),llama2_70B,1.5,5,5.0,0.0,[]
406,England-Ireland,Single_Similar_To (SST),llama2_70B,1.5,12,12.0,0.0,[]
407,Germany-Austria,Single_Similar_To (SST),llama2_70B,1.5,18,17.0,1.0,[]
408,U.S.S.R.-France,Single_Similar_To (SST),llama2_70B,1.5,12,5.0,7.0,[]
409,Belgium-Luxembourg,Single_Similar_To (SST),llama2_70B,1.5,15,12.0,3.0,[]
410,U.S.A.-U.S.S.R.,Single_Similar_To (SST),llama2_70B,1.5,12,5.0,7.0,[]
411,China-North Korea,Single_Similar_To (SST),llama2_70B,1.5,5,12.0,-7.0,[]
412,India-Sri Lanka,Single_Similar_To (SST),llama2_70B,1.5,12,12.0,0.0,[]
413,U.S.A.-France,Single_Similar_To (SST),llama2_70B,1.5,10,10.0,0.0,[]
414,U.S.S.R.-Cuba,Single_Similar_To (SST),llama2_70B,1.5,12,12.0,0.0,[]
415,England-Jordan,Single_Similar_To (SST),llama2_70B,1.5,12,12.0,0.0,[]
416,France-Israel,Single_Similar_To (SST),llama2_70B,1.5,10,10.0,0.0,[]
417,U.S.A.-Germany,Single_Similar_To (SST),llama2_70B,1.5,10,10.0,0.0,[]
418,U.S.S.R.-Syria,Single_Similar_To (SST),llama2_70B,1.5,5,5.0,0.0,[]
419,France-Algeria,Single_Similar_To (SST),llama2_70B,1.5,12,10.0,2.0,[]
420,U.S.A.-Mexico,Single_Similar_To (SST),llama3_70B,0.001,12,14.0,-2.0,[]
421,U.S.S.R.-Poland,Single_Similar_To (SST),llama3_70B,0.001,12,4.0,8.0,[]
422,China-Albania,Single_Similar_To (SST),llama3_70B,0.001,4,2.0,2.0,[]
423,U.S.A.-Israel,Single_Similar_To (SST),llama3_70B,0.001,12,12.0,0.0,[]
424,Japan-Philippines,Single_Similar_To (SST),llama3_70B,0.001,8,8.0,0.0,[]
425,U.S.A.-Canada,Single_Similar_To (SST),llama3_70B,0.001,14,16.0,-2.0,[]
426,U.S.S.R.-Israel,Single_Similar_To (SST),llama3_70B,0.001,2,4.0,-2.0,[]
427,England-Ireland,Single_Similar_To (SST),llama3_70B,0.001,14,12.0,2.0,[]
428,Germany-Austria,Single_Similar_To (SST),llama3_70B,0.001,16,16.0,0.0,[]
429,U.S.S.R.-France,Single_Similar_To (SST),llama3_70B,0.001,4,4.0,0.0,[]
430,Belgium-Luxembourg,Single_Similar_To (SST),llama3_70B,0.001,17,17.0,0.0,[]
431,U.S.A.-U.S.S.R.,Single_Similar_To (SST),llama3_70B,0.001,4,6.0,-2.0,[]
432,China-North Korea,Single_Similar_To (SST),llama3_70B,0.001,12,12.0,0.0,[]
433,India-Sri Lanka,Single_Similar_To (SST),llama3_70B,0.001,14,14.0,0.0,[]
434,U.S.A.-France,Single_Similar_To (SST),llama3_70B,0.001,12,12.0,0.0,[]
435,U.S.S.R.-Cuba,Single_Similar_To (SST),llama3_70B,0.001,14,4.0,10.0,[]
436,England-Jordan,Single_Similar_To (SST),llama3_70B,0.001,4,6.0,-2.0,[]
437,France-Israel,Single_Similar_To (SST),llama3_70B,0.001,6,8.0,-2.0,[]
438,U.S.A.-Germany,Single_Similar_To (SST),llama3_70B,0.001,12,12.0,0.0,[]
439,U.S.S.R.-Syria,Single_Similar_To (SST),llama3_70B,0.001,2,4.0,-2.0,[]
440,France-Algeria,Single_Similar_To (SST),llama3_70B,0.001,12,12.0,0.0,[]
441,U.S.A.-Mexico,Single_Similar_To (SST),llama3_70B,0.5,12,14.0,-2.0,[]
442,U.S.S.R.-Poland,Single_Similar_To (SST),llama3_70B,0.5,8,4.0,4.0,[]
443,China-Albania,Single_Similar_To (SST),llama3_70B,0.5,4,2.0,2.0,[]
444,U.S.A.-Israel,Single_Similar_To (SST),llama3_70B,0.5,12,12.0,0.0,[]
445,Japan-Philippines,Single_Similar_To (SST),llama3_70B,0.5,8,8.0,0.0,[]
446,U.S.A.-Canada,Single_Similar_To (SST),llama3_70B,0.5,14,16.0,-2.0,[]
447,U.S.S.R.-Israel,Single_Similar_To (SST),llama3_70B,0.5,2,4.0,-2.0,[]
448,England-Ireland,Single_Similar_To (SST),llama3_70B,0.5,14,12.0,2.0,[]
449,Germany-Austria,Single_Similar_To (SST),llama3_70B,0.5,16,16.0,0.0,[]
450,U.S.S.R.-France,Single_Similar_To (SST),llama3_70B,0.5,4,4.0,0.0,[]
451,Belgium-Luxembourg,Single_Similar_To (SST),llama3_70B,0.5,16,17.0,-1.0,[]
452,U.S.A.-U.S.S.R.,Single_Similar_To (SST),llama3_70B,0.5,4,6.0,-2.0,[]
453,China-North Korea,Single_Similar_To (SST),llama3_70B,0.5,12,12.0,0.0,[]
454,India-Sri Lanka,Single_Similar_To (SST),llama3_70B,0.5,16,14.0,2.0,[]
455,U.S.A.-France,Single_Similar_To (SST),llama3_70B,0.5,12,12.0,0.0,[]
456,U.S.S.R.-Cuba,Single_Similar_To (SST),llama3_70B,0.5,12,4.0,8.0,[]
457,England-Jordan,Single_Similar_To (SST),llama3_70B,0.5,6,6.0,0.0,[]
458,France-Israel,Single_Similar_To (SST),llama3_70B,0.5,8,8.0,0.0,[]
459,U.S.A.-Germany,Single_Similar_To (SST),llama3_70B,0.5,12,12.0,0.0,[]
460,U.S.S.R.-Syria,Single_Similar_To (SST),llama3_70B,0.5,2,4.0,-2.0,[]
461,France-Algeria,Single_Similar_To (SST),llama3_70B,0.5,12,12.0,0.0,[]
462,U.S.A.-Mexico,Single_Similar_To (SST),llama3_70B,1.0,12,12.0,0.0,[]
463,U.S.S.R.-Poland,Single_Similar_To (SST),llama3_70B,1.0,8,4.0,4.0,[]
464,China-Albania,Single_Similar_To (SST),llama3_70B,1.0,4,2.0,2.0,[]
465,U.S.A.-Israel,Single_Similar_To (SST),llama3_70B,1.0,12,12.0,0.0,[]
466,Japan-Philippines,Single_Similar_To (SST),llama3_70B,1.0,8,7.0,1.0,[]
467,U.S.A.-Canada,Single_Similar_To (SST),llama3_70B,1.0,14,17.0,-3.0,[]
468,U.S.S.R.-Israel,Single_Similar_To (SST),llama3_70B,1.0,2,4.0,-2.0,[]
469,England-Ireland,Single_Similar_To (SST),llama3_70B,1.0,12,12.0,0.0,[]
470,Germany-Austria,Single_Similar_To (SST),llama3_70B,1.0,17,16.0,1.0,[]
471,U.S.S.R.-France,Single_Similar_To (SST),llama3_70B,1.0,4,4.0,0.0,[]
472,Belgium-Luxembourg,Single_Similar_To (SST),llama3_70B,1.0,17,17.0,0.0,[]
473,U.S.A.-U.S.S.R.,Single_Similar_To (SST),llama3_70B,1.0,5,8.0,-3.0,[]
474,China-North Korea,Single_Similar_To (SST),llama3_70B,1.0,12,14.0,-2.0,[]
475,India-Sri Lanka,Single_Similar_To (SST),llama3_70B,1.0,16,14.0,2.0,[]
476,U.S.A.-France,Single_Similar_To (SST),llama3_70B,1.0,12,12.0,0.0,[]
477,U.S.S.R.-Cuba,Single_Similar_To (SST),llama3_70B,1.0,14,6.0,8.0,[]
478,England-Jordan,Single_Similar_To (SST),llama3_70B,1.0,2,4.0,-2.0,[]
479,France-Israel,Single_Similar_To (SST),llama3_70B,1.0,6,8.0,-2.0,[]
480,U.S.A.-Germany,Single_Similar_To (SST),llama3_70B,1.0,12,12.0,0.0,[]
481,U.S.S.R.-Syria,Single_Similar_To (SST),llama3_70B,1.0,4,4.0,0.0,[]
482,France-Algeria,Single_Similar_To (SST),llama3_70B,1.0,10,12.0,-2.0,[]
483,U.S.A.-Mexico,Single_Similar_To (SST),llama3_70B,1.5,12,14.0,-2.0,[]
484,U.S.S.R.-Poland,Single_Similar_To (SST),llama3_70B,1.5,12,4.0,8.0,[]
485,China-Albania,Single_Similar_To (SST),llama3_70B,1.5,4,2.0,2.0,[]
486,U.S.A.-Israel,Single_Similar_To (SST),llama3_70B,1.5,8,12.0,-4.0,[]
487,Japan-Philippines,Single_Similar_To (SST),llama3_70B,1.5,8,8.0,0.0,[]
488,U.S.A.-Canada,Single_Similar_To (SST),llama3_70B,1.5,14,16.0,-2.0,[]
489,U.S.S.R.-Israel,Single_Similar_To (SST),llama3_70B,1.5,4,2.0,2.0,[]
490,England-Ireland,Single_Similar_To (SST),llama3_70B,1.5,12,12.0,0.0,[]
491,Germany-Austria,Single_Similar_To (SST),llama3_70B,1.5,16,17.0,-1.0,[]
492,U.S.S.R.-France,Single_Similar_To (SST),llama3_70B,1.5,6,4.0,2.0,[]
493,Belgium-Luxembourg,Single_Similar_To (SST),llama3_70B,1.5,18,17.0,1.0,[]
494,U.S.A.-U.S.S.R.,Single_Similar_To (SST),llama3_70B,1.5,6,10.0,-4.0,[]
495,China-North Korea,Single_Similar_To (SST),llama3_70B,1.5,12,14.0,-2.0,[]
496,India-Sri Lanka,Single_Similar_To (SST),llama3_70B,1.5,14,14.0,0.0,[]
497,U.S.A.-France,Single_Similar_To (SST),llama3_70B,1.5,8,12.0,-4.0,[]
498,U.S.S.R.-Cuba,Single_Similar_To (SST),llama3_70B,1.5,16,4.0,12.0,[]
499,England-Jordan,Single_Similar_To (SST),llama3_70B,1.5,4,6.0,-2.0,[]
500,France-Israel,Single_Similar_To (SST),llama3_70B,1.5,6,8.0,-2.0,[]
501,U.S.A.-Germany,Single_Similar_To (SST),llama3_70B,1.5,12,14.0,-2.0,[]
502,U.S.S.R.-Syria,Single_Similar_To (SST),llama3_70B,1.5,2,4.0,-2.0,[]
503,France-Algeria,Single_Similar_To (SST),llama3_70B,1.5,8,14.0,-6.0,[]
504,U.S.A.-Mexico,Single_Similar_To (SST),gpt-3.5-turbo,0.001,10,15.0,-5.0,[]
505,U.S.S.R.-Poland,Single_Similar_To (SST),gpt-3.5-turbo,0.001,10,10.0,0.0,[]
506,China-Albania,Single_Similar_To (SST),gpt-3.5-turbo,0.001,5,5.0,0.0,[]
507,U.S.A.-Israel,Single_Similar_To (SST),gpt-3.5-turbo,0.001,15,15.0,0.0,[]
508,Japan-Philippines,Single_Similar_To (SST),gpt-3.5-turbo,0.001,10,15.0,-5.0,[]
509,U.S.A.-Canada,Single_Similar_To (SST),gpt-3.5-turbo,0.001,15,15.0,0.0,[]
510,U.S.S.R.-Israel,Single_Similar_To (SST),gpt-3.5-turbo,0.001,5,5.0,0.0,[]
511,England-Ireland,Single_Similar_To (SST),gpt-3.5-turbo,0.001,15,15.0,0.0,[]
512,Germany-Austria,Single_Similar_To (SST),gpt-3.5-turbo,0.001,18,18.0,0.0,[]
513,U.S.S.R.-France,Single_Similar_To (SST),gpt-3.5-turbo,0.001,10,5.0,5.0,[]
514,Belgium-Luxembourg,Single_Similar_To (SST),gpt-3.5-turbo,0.001,15,15.0,0.0,[]
515,U.S.A.-U.S.S.R.,Single_Similar_To (SST),gpt-3.5-turbo,0.001,15,10.0,5.0,[]
516,China-North Korea,Single_Similar_To (SST),gpt-3.5-turbo,0.001,5,10.0,-5.0,[]
517,India-Sri Lanka,Single_Similar_To (SST),gpt-3.5-turbo,0.001,15,15.0,0.0,[]
518,U.S.A.-France,Single_Similar_To (SST),gpt-3.5-turbo,0.001,15,15.0,0.0,[]
519,U.S.S.R.-Cuba,Single_Similar_To (SST),gpt-3.5-turbo,0.001,15,15.0,0.0,[]
520,England-Jordan,Single_Similar_To (SST),gpt-3.5-turbo,0.001,5,10.0,-5.0,[]
521,France-Israel,Single_Similar_To (SST),gpt-3.5-turbo,0.001,10,10.0,0.0,[]
522,U.S.A.-Germany,Single_Similar_To (SST),gpt-3.5-turbo,0.001,15,15.0,0.0,[]
523,U.S.S.R.-Syria,Single_Similar_To (SST),gpt-3.5-turbo,0.001,5,15.0,-10.0,[]
524,France-Algeria,Single_Similar_To (SST),gpt-3.5-turbo,0.001,15,10.0,5.0,[]
525,U.S.A.-Mexico,Single_Similar_To (SST),gpt-3.5-turbo,0.5,10,15.0,-5.0,[]
526,U.S.S.R.-Poland,Single_Similar_To (SST),gpt-3.5-turbo,0.5,10,10.0,0.0,[]
527,China-Albania,Single_Similar_To (SST),gpt-3.5-turbo,0.5,5,5.0,0.0,[]
528,U.S.A.-Israel,Single_Similar_To (SST),gpt-3.5-turbo,0.5,15,15.0,0.0,[]
529,Japan-Philippines,Single_Similar_To (SST),gpt-3.5-turbo,0.5,10,15.0,-5.0,[]
530,U.S.A.-Canada,Single_Similar_To (SST),gpt-3.5-turbo,0.5,15,15.0,0.0,[]
531,U.S.S.R.-Israel,Single_Similar_To (SST),gpt-3.5-turbo,0.5,5,5.0,0.0,[]
532,England-Ireland,Single_Similar_To (SST),gpt-3.5-turbo,0.5,15,15.0,0.0,[]
533,Germany-Austria,Single_Similar_To (SST),gpt-3.5-turbo,0.5,18,18.0,0.0,[]
534,U.S.S.R.-France,Single_Similar_To (SST),gpt-3.5-turbo,0.5,10,5.0,5.0,[]
535,Belgium-Luxembourg,Single_Similar_To (SST),gpt-3.5-turbo,0.5,18,15.0,3.0,[]
536,U.S.A.-U.S.S.R.,Single_Similar_To (SST),gpt-3.5-turbo,0.5,15,10.0,5.0,[]
537,China-North Korea,Single_Similar_To (SST),gpt-3.5-turbo,0.5,5,15.0,-10.0,[]
538,India-Sri Lanka,Single_Similar_To (SST),gpt-3.5-turbo,0.5,15,15.0,0.0,[]
539,U.S.A.-France,Single_Similar_To (SST),gpt-3.5-turbo,0.5,12,15.0,-3.0,[]
540,U.S.S.R.-Cuba,Single_Similar_To (SST),gpt-3.5-turbo,0.5,15,15.0,0.0,[]
541,England-Jordan,Single_Similar_To (SST),gpt-3.5-turbo,0.5,5,10.0,-5.0,[]
542,France-Israel,Single_Similar_To (SST),gpt-3.5-turbo,0.5,10,10.0,0.0,[]
543,U.S.A.-Germany,Single_Similar_To (SST),gpt-3.5-turbo,0.5,15,15.0,0.0,[]
544,U.S.S.R.-Syria,Single_Similar_To (SST),gpt-3.5-turbo,0.5,10,10.0,0.0,[]
545,France-Algeria,Single_Similar_To (SST),gpt-3.5-turbo,0.5,12,10.0,2.0,[]
546,U.S.A.-Mexico,Single_Similar_To (SST),gpt-3.5-turbo,1.0,10,15.0,-5.0,[]
547,U.S.S.R.-Poland,Single_Similar_To (SST),gpt-3.5-turbo,1.0,10,10.0,0.0,[]
548,China-Albania,Single_Similar_To (SST),gpt-3.5-turbo,1.0,5,5.0,0.0,[]
549,U.S.A.-Israel,Single_Similar_To (SST),gpt-3.5-turbo,1.0,12,10.0,2.0,[]
550,Japan-Philippines,Single_Similar_To (SST),gpt-3.5-turbo,1.0,10,10.0,0.0,[]
551,U.S.A.-Canada,Single_Similar_To (SST),gpt-3.5-turbo,1.0,18,15.0,3.0,[]
552,U.S.S.R.-Israel,Single_Similar_To (SST),gpt-3.5-turbo,1.0,5,5.0,0.0,[]
553,England-Ireland,Single_Similar_To (SST),gpt-3.5-turbo,1.0,15,15.0,0.0,[]
554,Germany-Austria,Single_Similar_To (SST),gpt-3.5-turbo,1.0,15,18.0,-3.0,[]
555,U.S.S.R.-France,Single_Similar_To (SST),gpt-3.5-turbo,1.0,5,3.0,2.0,[]
556,Belgium-Luxembourg,Single_Similar_To (SST),gpt-3.5-turbo,1.0,18,15.0,3.0,[]
557,U.S.A.-U.S.S.R.,Single_Similar_To (SST),gpt-3.5-turbo,1.0,18,10.0,8.0,[]
558,China-North Korea,Single_Similar_To (SST),gpt-3.5-turbo,1.0,5,15.0,-10.0,[]
559,India-Sri Lanka,Single_Similar_To (SST),gpt-3.5-turbo,1.0,15,15.0,0.0,[]
560,U.S.A.-France,Single_Similar_To (SST),gpt-3.5-turbo,1.0,10,15.0,-5.0,[]
561,U.S.S.R.-Cuba,Single_Similar_To (SST),gpt-3.5-turbo,1.0,15,15.0,0.0,[]
562,England-Jordan,Single_Similar_To (SST),gpt-3.5-turbo,1.0,8,10.0,-2.0,[]
563,France-Israel,Single_Similar_To (SST),gpt-3.5-turbo,1.0,10,10.0,0.0,[]
564,U.S.A.-Germany,Single_Similar_To (SST),gpt-3.5-turbo,1.0,15,15.0,0.0,[]
565,U.S.S.R.-Syria,Single_Similar_To (SST),gpt-3.5-turbo,1.0,5,15.0,-10.0,[]
566,France-Algeria,Single_Similar_To (SST),gpt-3.5-turbo,1.0,10,10.0,0.0,[]
567,U.S.A.-Mexico,Single_Similar_To (SST),gpt-3.5-turbo,1.5,15,10.0,5.0,[]
