country_pair,prompt_style,model_name,temperature,sim_score_1,sim_score_2,sim_diff
U.S.A.-Canada,SST,llama2_7B,0.5,10,15,-5
U.S.S.R.-Israel,SST,llama2_7B,0.5,10,10,0
England-Ireland,SST,llama2_7B,0.5,15,10,5
Germany-Austria,SST,llama2_7B,0.5,15,15,0
U.S.S.R.-France,SST,llama2_7B,0.5,10,3,7
Belgium-Luxembourg,SST,llama2_7B,0.5,15,15,0
U.S.A.-U.S.S.R.,SST,llama2_7B,0.5,10,10,0
China-North Korea,SST,llama2_7B,0.5,10,10,0
India-Sri Lanka,SST,llama2_7B,0.5,10,10,0
U.S.A.-France,SST,llama2_7B,0.5,10,10,0
U.S.S.R.-Cuba,SST,llama2_7B,0.5,10,10,0
England-Jordan,SST,llama2_7B,0.5,10,10,0
France-Israel,SST,llama2_7B,0.5,10,10,0
U.S.A.-Germany,SST,llama2_7B,0.5,10,10,0
U.S.S.R.-Syria,SST,llama2_7B,0.5,3,10,-7
France-Algeria,SST,llama2_7B,0.5,10,10,0
U.S.A.-Mexico,SST,llama2_7B,1.0,10,10,0
U.S.S.R.-Poland,SST,llama2_7B,1.0,10,10,0
China-Albania,SST,llama2_7B,1.0,8,10,-2
U.S.A.-Israel,SST,llama2_7B,1.0,10,10,0
Japan-Philippines,SST,llama2_7B,1.0,10,10,0
U.S.A.-Canada,SST,llama2_7B,1.0,15,10,5
U.S.S.R.-Israel,SST,llama2_7B,1.0,10,3,7
England-Ireland,SST,llama2_7B,1.0,15,10,5
Germany-Austria,SST,llama2_7B,1.0,15,15,0
U.S.S.R.-France,SST,llama2_7B,1.0,10,3,7
Belgium-Luxembourg,SST,llama2_7B,1.0,15,15,0
U.S.A.-U.S.S.R.,SST,llama2_7B,1.0,10,10,0
China-North Korea,SST,llama2_7B,1.0,10,10,0
India-Sri Lanka,SST,llama2_7B,1.0,10,10,0
U.S.A.-France,SST,llama2_7B,1.0,10,10,0
U.S.S.R.-Cuba,SST,llama2_7B,1.0,10,10,0
England-Jordan,SST,llama2_7B,1.0,8,10,-2
France-Israel,SST,llama2_7B,1.0,10,10,0
U.S.A.-Germany,SST,llama2_7B,1.0,13,10,3
U.S.S.R.-Syria,SST,llama2_7B,1.0,2,10,-8
France-Algeria,SST,llama2_7B,1.0,10,10,0
U.S.A.-Mexico,SST,llama2_7B,1.5,10,10,0
U.S.S.R.-Poland,SST,llama2_7B,1.5,10,3,7
China-Albania,SST,llama2_7B,1.5,8,2,6
U.S.A.-Israel,SST,llama2_7B,1.5,13,10,3
Japan-Philippines,SST,llama2_7B,1.5,10,12,-2
U.S.A.-Canada,SST,llama2_7B,1.5,10,15,-5
U.S.S.R.-Israel,SST,llama2_7B,1.5,8,10,-2
England-Ireland,SST,llama2_7B,1.5,10,15,-5
Germany-Austria,SST,llama2_7B,1.5,15,10,5
U.S.S.R.-France,SST,llama2_7B,1.5,10,3,7
Belgium-Luxembourg,SST,llama2_7B,1.5,15,15,0
U.S.A.-U.S.S.R.,SST,llama2_7B,1.5,10,10,0
China-North Korea,SST,llama2_7B,1.5,10,10,0
India-Sri Lanka,SST,llama2_7B,1.5,10,10,0
U.S.A.-France,SST,llama2_7B,1.5,10,10,0
U.S.S.R.-Cuba,SST,llama2_7B,1.5,10,12,-2
England-Jordan,SST,llama2_7B,1.5,10,10,0
France-Israel,SST,llama2_7B,1.5,10,10,0
U.S.A.-Germany,SST,llama2_7B,1.5,13,12,1
U.S.S.R.-Syria,SST,llama2_7B,1.5,8,8,0
France-Algeria,SST,llama2_7B,1.5,10,10,0
U.S.A.-Mexico,SST,llama3_8B,0.001,12,12,0
U.S.S.R.-Poland,SST,llama3_8B,0.001,8,2,6
China-Albania,SST,llama3_8B,0.001,2,2,0
U.S.A.-Israel,SST,llama3_8B,0.001,8,12,-4
Japan-Philippines,SST,llama3_8B,0.001,8,8,0
U.S.A.-Canada,SST,llama3_8B,0.001,14,14,0
U.S.S.R.-Israel,SST,llama3_8B,0.001,2,2,0
England-Ireland,SST,llama3_8B,0.001,12,12,0
Germany-Austria,SST,llama3_8B,0.001,14,12,2
U.S.S.R.-France,SST,llama3_8B,0.001,2,2,0
Belgium-Luxembourg,SST,llama3_8B,0.001,14,12,2
U.S.A.-U.S.S.R.,SST,llama3_8B,0.001,2,2,0
China-North Korea,SST,llama3_8B,0.001,12,12,0
India-Sri Lanka,SST,llama3_8B,0.001,12,12,0
U.S.A.-France,SST,llama3_8B,0.001,8,8,0
U.S.S.R.-Cuba,SST,llama3_8B,0.001,2,2,0
England-Jordan,SST,llama3_8B,0.001,2,2,0
France-Israel,SST,llama3_8B,0.001,8,2,6
U.S.A.-Germany,SST,llama3_8B,0.001,8,8,0
U.S.S.R.-Syria,SST,llama3_8B,0.001,2,2,0
France-Algeria,SST,llama3_8B,0.001,8,8,0
U.S.A.-Mexico,SST,llama3_8B,0.5,12,10,2
U.S.S.R.-Poland,SST,llama3_8B,0.5,8,2,6
China-Albania,SST,llama3_8B,0.5,2,2,0
U.S.A.-Israel,SST,llama3_8B,0.5,8,12,-4
Japan-Philippines,SST,llama3_8B,0.5,8,8,0
U.S.A.-Canada,SST,llama3_8B,0.5,14,12,2
U.S.S.R.-Israel,SST,llama3_8B,0.5,2,2,0
England-Ireland,SST,llama3_8B,0.5,12,10,2
Germany-Austria,SST,llama3_8B,0.5,14,14,0
U.S.S.R.-France,SST,llama3_8B,0.5,2,2,0
Belgium-Luxembourg,SST,llama3_8B,0.5,14,12,2
U.S.A.-U.S.S.R.,SST,llama3_8B,0.5,2,2,0
China-North Korea,SST,llama3_8B,0.5,12,12,0
India-Sri Lanka,SST,llama3_8B,0.5,12,12,0
U.S.A.-France,SST,llama3_8B,0.5,8,8,0
U.S.S.R.-Cuba,SST,llama3_8B,0.5,2,2,0
England-Jordan,SST,llama3_8B,0.5,2,2,0
France-Israel,SST,llama3_8B,0.5,8,8,0
U.S.A.-Germany,SST,llama3_8B,0.5,8,8,0
U.S.S.R.-Syria,SST,llama3_8B,0.5,2,2,0
France-Algeria,SST,llama3_8B,0.5,8,8,0
U.S.A.-Mexico,SST,llama3_8B,1.0,12,12,0
U.S.S.R.-Poland,SST,llama3_8B,1.0,4,2,2
China-Albania,SST,llama3_8B,1.0,2,2,0
U.S.A.-Israel,SST,llama3_8B,1.0,8,12,-4
Japan-Philippines,SST,llama3_8B,1.0,8,8,0
U.S.A.-Canada,SST,llama3_8B,1.0,14,12,2
U.S.S.R.-Israel,SST,llama3_8B,1.0,0,2,-2
England-Ireland,SST,llama3_8B,1.0,10,14,-4
Germany-Austria,SST,llama3_8B,1.0,14,12,2
U.S.S.R.-France,SST,llama3_8B,1.0,2,2,0
Belgium-Luxembourg,SST,llama3_8B,1.0,14,14,0
U.S.A.-U.S.S.R.,SST,llama3_8B,1.0,2,2,0
China-North Korea,SST,llama3_8B,1.0,14,12,2
India-Sri Lanka,SST,llama3_8B,1.0,15,12,3
U.S.A.-France,SST,llama3_8B,1.0,8,10,-2
U.S.S.R.-Cuba,SST,llama3_8B,1.0,2,2,0
England-Jordan,SST,llama3_8B,1.0,4,2,2
France-Israel,SST,llama3_8B,1.0,8,3,5
U.S.A.-Germany,SST,llama3_8B,1.0,8,12,-4
U.S.S.R.-Syria,SST,llama3_8B,1.0,2,2,0
France-Algeria,SST,llama3_8B,1.0,8,8,0
U.S.A.-Mexico,SST,llama3_8B,1.5,8,12,-4
U.S.S.R.-Poland,SST,llama3_8B,1.5,8,2,6
China-Albania,SST,llama3_8B,1.5,4,2,2
U.S.A.-Israel,SST,llama3_8B,1.5,8,12,-4
Japan-Philippines,SST,llama3_8B,1.5,8,8,0
U.S.A.-Canada,SST,llama3_8B,1.5,14,16,-2
U.S.S.R.-Israel,SST,llama3_8B,1.5,2,2,0
England-Ireland,SST,llama3_8B,1.5,8,8,0
Germany-Austria,SST,llama3_8B,1.5,15,14,1
U.S.S.R.-France,SST,llama3_8B,1.5,2,2,0
Belgium-Luxembourg,SST,llama3_8B,1.5,12,14,-2
U.S.A.-U.S.S.R.,SST,llama3_8B,1.5,2,1,1
China-North Korea,SST,llama3_8B,1.5,10,8,2
India-Sri Lanka,SST,llama3_8B,1.5,14,15,-1
U.S.A.-France,SST,llama3_8B,1.5,2,10,-8
U.S.S.R.-Cuba,SST,llama3_8B,1.5,2,2,0
England-Jordan,SST,llama3_8B,1.5,2,2,0
France-Israel,SST,llama3_8B,1.5,2,6,-4
U.S.A.-Germany,SST,llama3_8B,1.5,8,10,-2
U.S.S.R.-Syria,SST,llama3_8B,1.5,2,2,0
France-Algeria,SST,llama3_8B,1.5,12,8,4
U.S.A.-Mexico,SST,llama2_13B,0.001,10,12,-2
U.S.S.R.-Poland,SST,llama2_13B,0.001,8,8,0
China-Albania,SST,llama2_13B,0.001,8,2,6
U.S.A.-Israel,SST,llama2_13B,0.001,12,12,0
Japan-Philippines,SST,llama2_13B,0.001,12,8,4
U.S.A.-Canada,SST,llama2_13B,0.001,12,12,0
U.S.S.R.-Israel,SST,llama2_13B,0.001,8,8,0
England-Ireland,SST,llama2_13B,0.001,12,12,0
Germany-Austria,SST,llama2_13B,0.001,12,12,0
U.S.S.R.-France,SST,llama2_13B,0.001,5,5,0
Belgium-Luxembourg,SST,llama2_13B,0.001,12,12,0
U.S.A.-U.S.S.R.,SST,llama2_13B,0.001,8,8,0
China-North Korea,SST,llama2_13B,0.001,8,12,-4
India-Sri Lanka,SST,llama2_13B,0.001,12,12,0
U.S.A.-France,SST,llama2_13B,0.001,10,12,-2
U.S.S.R.-Cuba,SST,llama2_13B,0.001,12,10,2
England-Jordan,SST,llama2_13B,0.001,8,8,0
France-Israel,SST,llama2_13B,0.001,12,12,0
U.S.A.-Germany,SST,llama2_13B,0.001,12,12,0
U.S.S.R.-Syria,SST,llama2_13B,0.001,8,2,6
France-Algeria,SST,llama2_13B,0.001,10,10,0
U.S.A.-Mexico,SST,llama2_13B,0.5,10,12,-2
U.S.S.R.-Poland,SST,llama2_13B,0.5,8,5,3
China-Albania,SST,llama2_13B,0.5,8,2,6
U.S.A.-Israel,SST,llama2_13B,0.5,12,12,0
Japan-Philippines,SST,llama2_13B,0.5,10,8,2
U.S.A.-Canada,SST,llama2_13B,0.5,12,12,0
U.S.S.R.-Israel,SST,llama2_13B,0.5,5,8,-3
England-Ireland,SST,llama2_13B,0.5,12,12,0
Germany-Austria,SST,llama2_13B,0.5,12,12,0
U.S.S.R.-France,SST,llama2_13B,0.5,8,5,3
Belgium-Luxembourg,SST,llama2_13B,0.5,12,12,0
U.S.A.-U.S.S.R.,SST,llama2_13B,0.5,8,8,0
China-North Korea,SST,llama2_13B,0.5,10,10,0
India-Sri Lanka,SST,llama2_13B,0.5,12,12,0
U.S.A.-France,SST,llama2_13B,0.5,12,12,0
U.S.S.R.-Cuba,SST,llama2_13B,0.5,12,12,0
England-Jordan,SST,llama2_13B,0.5,8,8,0
France-Israel,SST,llama2_13B,0.5,12,12,0
U.S.A.-Germany,SST,llama2_13B,0.5,12,12,0
U.S.S.R.-Syria,SST,llama2_13B,0.5,8,3,5
France-Algeria,SST,llama2_13B,0.5,8,8,0
U.S.A.-Mexico,SST,llama2_13B,1.0,12,10,2
U.S.S.R.-Poland,SST,llama2_13B,1.0,10,8,2
China-Albania,SST,llama2_13B,1.0,8,5,3
U.S.A.-Israel,SST,llama2_13B,1.0,12,10,2
Japan-Philippines,SST,llama2_13B,1.0,12,10,2
U.S.A.-Canada,SST,llama2_13B,1.0,12,10,2
U.S.S.R.-Israel,SST,llama2_13B,1.0,5,4,1
England-Ireland,SST,llama2_13B,1.0,12,12,0
Germany-Austria,SST,llama2_13B,1.0,12,12,0
U.S.S.R.-France,SST,llama2_13B,1.0,8,5,3
Belgium-Luxembourg,SST,llama2_13B,1.0,12,12,0
U.S.A.-U.S.S.R.,SST,llama2_13B,1.0,5,12,-7
China-North Korea,SST,llama2_13B,1.0,10,12,-2
India-Sri Lanka,SST,llama2_13B,1.0,10,10,0
U.S.A.-France,SST,llama2_13B,1.0,12,10,2
U.S.S.R.-Cuba,SST,llama2_13B,1.0,10,10,0
England-Jordan,SST,llama2_13B,1.0,10,8,2
France-Israel,SST,llama2_13B,1.0,12,12,0
U.S.A.-Germany,SST,llama2_13B,1.0,10,12,-2
U.S.S.R.-Syria,SST,llama2_13B,1.0,8,5,3
France-Algeria,SST,llama2_13B,1.0,8,8,0
U.S.A.-Mexico,SST,llama2_13B,1.5,8,10,-2
U.S.S.R.-Poland,SST,llama2_13B,1.5,12,8,4
China-Albania,SST,llama2_13B,1.5,5,5,0
U.S.A.-Israel,SST,llama2_13B,1.5,12,12,0
Japan-Philippines,SST,llama2_13B,1.5,12,12,0
U.S.A.-Canada,SST,llama2_13B,1.5,10,10,0
U.S.S.R.-Israel,SST,llama2_13B,1.5,5,3,2
England-Ireland,SST,llama2_13B,1.5,12,10,2
Germany-Austria,SST,llama2_13B,1.5,12,12,0
U.S.S.R.-France,SST,llama2_13B,1.5,4,5,-1
Belgium-Luxembourg,SST,llama2_13B,1.5,12,12,0
U.S.A.-U.S.S.R.,SST,llama2_13B,1.5,8,8,0
China-North Korea,SST,llama2_13B,1.5,3,10,-7
India-Sri Lanka,SST,llama2_13B,1.5,10,12,-2
U.S.A.-France,SST,llama2_13B,1.5,10,12,-2
U.S.S.R.-Cuba,SST,llama2_13B,1.5,12,10,2
England-Jordan,SST,llama2_13B,1.5,10,10,0
France-Israel,SST,llama2_13B,1.5,10,8,2
U.S.A.-Germany,SST,llama2_13B,1.5,10,12,-2
U.S.S.R.-Syria,SST,llama2_13B,1.5,3,4,-1
France-Algeria,SST,llama2_13B,1.5,12,8,4
U.S.A.-Mexico,SSA,mistral_7B,0.001,12,12,0
U.S.S.R.-Poland,SSA,mistral_7B,0.001,10,10,0
China-Albania,SSA,mistral_7B,0.001,10,3,7
U.S.A.-Israel,SSA,mistral_7B,0.001,12,12,0
Japan-Philippines,SSA,mistral_7B,0.001,12,12,0
U.S.A.-Canada,SSA,mistral_7B,0.001,18,18,0
U.S.S.R.-Israel,SSA,mistral_7B,0.001,10,2,8
England-Ireland,SSA,mistral_7B,0.001,18,12,6
Germany-Austria,SSA,mistral_7B,0.001,18,18,0
U.S.S.R.-France,SSA,mistral_7B,0.001,10,2,8
Belgium-Luxembourg,SSA,mistral_7B,0.001,18,18,0
U.S.A.-U.S.S.R.,SSA,mistral_7B,0.001,10,10,0
China-North Korea,SSA,mistral_7B,0.001,10,12,-2
India-Sri Lanka,SSA,mistral_7B,0.001,12,12,0
U.S.A.-France,SSA,mistral_7B,0.001,12,12,0
U.S.S.R.-Cuba,SSA,mistral_7B,0.001,10,2,8
England-Jordan,SSA,mistral_7B,0.001,10,12,-2
France-Israel,SSA,mistral_7B,0.001,12,12,0
U.S.A.-Germany,SSA,mistral_7B,0.001,12,12,0
U.S.S.R.-Syria,SSA,mistral_7B,0.001,3,10,-7
France-Algeria,SSA,mistral_7B,0.001,12,12,0
U.S.A.-Mexico,SSA,mistral_7B,0.5,15,12,3
U.S.S.R.-Poland,SSA,mistral_7B,0.5,12,2,10
China-Albania,SSA,mistral_7B,0.5,10,10,0
U.S.A.-Israel,SSA,mistral_7B,0.5,12,18,-6
Japan-Philippines,SSA,mistral_7B,0.5,10,8,2
U.S.A.-Canada,SSA,mistral_7B,0.5,8,12,-4
U.S.S.R.-Israel,SSA,mistral_7B,0.5,10,2,8
England-Ireland,SSA,mistral_7B,0.5,18,12,6
Germany-Austria,SSA,mistral_7B,0.5,18,18,0
U.S.S.R.-France,SSA,mistral_7B,0.5,8,8,0
Belgium-Luxembourg,SSA,mistral_7B,0.5,18,18,0
U.S.A.-U.S.S.R.,SSA,mistral_7B,0.5,8,5,3
China-North Korea,SSA,mistral_7B,0.5,12,15,-3
India-Sri Lanka,SSA,mistral_7B,0.5,10,18,-8
U.S.A.-France,SSA,mistral_7B,0.5,13,12,1
U.S.S.R.-Cuba,SSA,mistral_7B,0.5,8,0,8
England-Jordan,SSA,mistral_7B,0.5,3,10,-7
France-Israel,SSA,mistral_7B,0.5,12,12,0
U.S.A.-Germany,SSA,mistral_7B,0.5,12,8,4
U.S.S.R.-Syria,SSA,mistral_7B,0.5,0,2,-2
France-Algeria,SSA,mistral_7B,0.5,10,10,0
U.S.A.-Mexico,SSA,mistral_7B,1.0,8,8,0
U.S.S.R.-Poland,SSA,mistral_7B,1.0,18,3,15
China-Albania,SSA,mistral_7B,1.0,12,4,8
U.S.A.-Israel,SSA,mistral_7B,1.0,18,16,2
Japan-Philippines,SSA,mistral_7B,1.0,8,15,-7
U.S.A.-Canada,SSA,mistral_7B,1.0,17,19,-2
U.S.S.R.-Israel,SSA,mistral_7B,1.0,3,2,1
England-Ireland,SSA,mistral_7B,1.0,8,8,0
Germany-Austria,SSA,mistral_7B,1.0,15,18,-3
U.S.S.R.-France,SSA,mistral_7B,1.0,3,0,3
Belgium-Luxembourg,SSA,mistral_7B,1.0,17,15,2
U.S.A.-U.S.S.R.,SSA,mistral_7B,1.0,0,8,-8
China-North Korea,SSA,mistral_7B,1.0,5,12,-7
India-Sri Lanka,SSA,mistral_7B,1.0,13,12,1
U.S.A.-France,SSA,mistral_7B,1.0,12,9,3
U.S.S.R.-Cuba,SSA,mistral_7B,1.0,7,2,5
England-Jordan,SSA,mistral_7B,1.0,12,18,-6
France-Israel,SSA,mistral_7B,1.0,13,12,1
U.S.A.-Germany,SSA,mistral_7B,1.0,12,15,-3
U.S.S.R.-Syria,SSA,mistral_7B,1.0,3,3,0
France-Algeria,SSA,mistral_7B,1.0,12,8,4
U.S.A.-Mexico,SSA,mistral_7B,1.5,12,8,4
U.S.S.R.-Poland,SSA,mistral_7B,1.5,3,3,0
China-Albania,SSA,mistral_7B,1.5,4,8,-4
U.S.A.-Israel,SSA,mistral_7B,1.5,8,9,-1
Japan-Philippines,SSA,mistral_7B,1.5,12,13,-1
U.S.A.-Canada,SSA,mistral_7B,1.5,13,12,1
U.S.S.R.-Israel,SSA,mistral_7B,1.5,3,5,-2
England-Ireland,SSA,mistral_7B,1.5,9,16,-7
Germany-Austria,SSA,mistral_7B,1.5,9,18,-9
U.S.S.R.-France,SSA,mistral_7B,1.5,3,2,1
Belgium-Luxembourg,SSA,mistral_7B,1.5,17,18,-1
U.S.A.-U.S.S.R.,SSA,mistral_7B,1.5,5,7,-2
China-North Korea,SSA,mistral_7B,1.5,9,12,-3
India-Sri Lanka,SSA,mistral_7B,1.5,13,12,1
U.S.A.-France,SSA,mistral_7B,1.5,8,7,1
U.S.S.R.-Cuba,SSA,mistral_7B,1.5,7,12,-5
England-Jordan,SSA,mistral_7B,1.5,5,9,-4
France-Israel,SSA,mistral_7B,1.5,8,10,-2
U.S.A.-Germany,SSA,mistral_7B,1.5,10,7,3
U.S.S.R.-Syria,SSA,mistral_7B,1.5,4,1,3
France-Algeria,SSA,mistral_7B,1.5,10,8,2
U.S.A.-Mexico,SSA,llama2_7B,0.001,10,10,0
U.S.S.R.-Poland,SSA,llama2_7B,0.001,10,10,0
China-Albania,SSA,llama2_7B,0.001,8,8,0
U.S.A.-Israel,SSA,llama2_7B,0.001,15,10,5
Japan-Philippines,SSA,llama2_7B,0.001,10,10,0
U.S.A.-Canada,SSA,llama2_7B,0.001,15,15,0
U.S.S.R.-Israel,SSA,llama2_7B,0.001,8,10,-2
England-Ireland,SSA,llama2_7B,0.001,10,10,0
Germany-Austria,SSA,llama2_7B,0.001,15,15,0
U.S.S.R.-France,SSA,llama2_7B,0.001,10,10,0
Belgium-Luxembourg,SSA,llama2_7B,0.001,10,15,-5
U.S.A.-U.S.S.R.,SSA,llama2_7B,0.001,10,10,0
China-North Korea,SSA,llama2_7B,0.001,10,10,0
India-Sri Lanka,SSA,llama2_7B,0.001,10,10,0
U.S.A.-France,SSA,llama2_7B,0.001,10,10,0
U.S.S.R.-Cuba,SSA,llama2_7B,0.001,10,10,0
England-Jordan,SSA,llama2_7B,0.001,10,10,0
France-Israel,SSA,llama2_7B,0.001,10,10,0
U.S.A.-Germany,SSA,llama2_7B,0.001,10,10,0
U.S.S.R.-Syria,SSA,llama2_7B,0.001,8,10,-2
France-Algeria,SSA,llama2_7B,0.001,10,10,0
U.S.A.-Mexico,SSA,llama2_7B,0.5,10,10,0
U.S.S.R.-Poland,SSA,llama2_7B,0.5,10,10,0
China-Albania,SSA,llama2_7B,0.5,8,8,0
U.S.A.-Israel,SSA,llama2_7B,0.5,10,15,-5
Japan-Philippines,SSA,llama2_7B,0.5,10,10,0
U.S.A.-Canada,SSA,llama2_7B,0.5,15,15,0
U.S.S.R.-Israel,SSA,llama2_7B,0.5,8,10,-2
England-Ireland,SSA,llama2_7B,0.5,10,10,0
Germany-Austria,SSA,llama2_7B,0.5,15,15,0
U.S.S.R.-France,SSA,llama2_7B,0.5,8,10,-2
Belgium-Luxembourg,SSA,llama2_7B,0.5,10,10,0
U.S.A.-U.S.S.R.,SSA,llama2_7B,0.5,10,10,0
China-North Korea,SSA,llama2_7B,0.5,10,10,0
India-Sri Lanka,SSA,llama2_7B,0.5,10,13,-3
U.S.A.-France,SSA,llama2_7B,0.5,10,10,0
U.S.S.R.-Cuba,SSA,llama2_7B,0.5,10,10,0
England-Jordan,SSA,llama2_7B,0.5,10,10,0
France-Israel,SSA,llama2_7B,0.5,10,10,0
U.S.A.-Germany,SSA,llama2_7B,0.5,10,10,0
U.S.S.R.-Syria,SSA,llama2_7B,0.5,8,10,-2
France-Algeria,SSA,llama2_7B,0.5,10,10,0
U.S.A.-Mexico,SSA,llama2_7B,1.0,10,12,-2
U.S.S.R.-Poland,SSA,llama2_7B,1.0,10,10,0
China-Albania,SSA,llama2_7B,1.0,8,10,-2
U.S.A.-Israel,SSA,llama2_7B,1.0,10,10,0
Japan-Philippines,SSA,llama2_7B,1.0,10,12,-2
U.S.A.-Canada,SSA,llama2_7B,1.0,15,15,0
U.S.S.R.-Israel,SSA,llama2_7B,1.0,10,10,0
England-Ireland,SSA,llama2_7B,1.0,15,15,0
Germany-Austria,SSA,llama2_7B,1.0,10,15,-5
U.S.S.R.-France,SSA,llama2_7B,1.0,10,10,0
Belgium-Luxembourg,SSA,llama2_7B,1.0,15,15,0
U.S.A.-U.S.S.R.,SSA,llama2_7B,1.0,10,8,2
China-North Korea,SSA,llama2_7B,1.0,10,10,0
India-Sri Lanka,SSA,llama2_7B,1.0,15,12,3
U.S.A.-France,SSA,llama2_7B,1.0,10,10,0
U.S.S.R.-Cuba,SSA,llama2_7B,1.0,10,13,-3
England-Jordan,SSA,llama2_7B,1.0,8,10,-2
France-Israel,SSA,llama2_7B,1.0,10,13,-3
U.S.A.-Germany,SSA,llama2_7B,1.0,10,10,0
U.S.S.R.-Syria,SSA,llama2_7B,1.0,10,13,-3
France-Algeria,SSA,llama2_7B,1.0,10,12,-2
U.S.A.-Mexico,SSA,llama2_7B,1.5,12,10,2
U.S.S.R.-Poland,SSA,llama2_7B,1.5,13,10,3
China-Albania,SSA,llama2_7B,1.5,8,10,-2
U.S.A.-Israel,SSA,llama2_7B,1.5,10,12,-2
Japan-Philippines,SSA,llama2_7B,1.5,10,10,0
U.S.A.-Canada,SSA,llama2_7B,1.5,15,10,5
U.S.S.R.-Israel,SSA,llama2_7B,1.5,10,13,-3
England-Ireland,SSA,llama2_7B,1.5,10,10,0
Germany-Austria,SSA,llama2_7B,1.5,12,16,-4
U.S.S.R.-France,SSA,llama2_7B,1.5,10,10,0
Belgium-Luxembourg,SSA,llama2_7B,1.5,10,15,-5
U.S.A.-U.S.S.R.,SSA,llama2_7B,1.5,10,8,2
China-North Korea,SSA,llama2_7B,1.5,10,10,0
India-Sri Lanka,SSA,llama2_7B,1.5,12,13,-1
U.S.A.-France,SSA,llama2_7B,1.5,10,10,0
U.S.S.R.-Cuba,SSA,llama2_7B,1.5,15,15,0
England-Jordan,SSA,llama2_7B,1.5,8,10,-2
France-Israel,SSA,llama2_7B,1.5,10,12,-2
U.S.A.-Germany,SSA,llama2_7B,1.5,10,15,-5
U.S.S.R.-Syria,SSA,llama2_7B,1.5,10,10,0
France-Algeria,SSA,llama2_7B,1.5,12,10,2
U.S.A.-Mexico,SSA,llama3_8B,0.001,12,12,0
U.S.S.R.-Poland,SSA,llama3_8B,0.001,8,2,6
China-Albania,SSA,llama3_8B,0.001,2,2,0
U.S.A.-Israel,SSA,llama3_8B,0.001,12,12,0
Japan-Philippines,SSA,llama3_8B,0.001,8,8,0
U.S.A.-Canada,SSA,llama3_8B,0.001,18,14,4
U.S.S.R.-Israel,SSA,llama3_8B,0.001,2,2,0
England-Ireland,SSA,llama3_8B,0.001,12,12,0
Germany-Austria,SSA,llama3_8B,0.001,16,14,2
U.S.S.R.-France,SSA,llama3_8B,0.001,2,2,0
Belgium-Luxembourg,SSA,llama3_8B,0.001,18,14,4
U.S.A.-U.S.S.R.,SSA,llama3_8B,0.001,2,10,-8
China-North Korea,SSA,llama3_8B,0.001,14,14,0
India-Sri Lanka,SSA,llama3_8B,0.001,12,15,-3
U.S.A.-France,SSA,llama3_8B,0.001,8,8,0
U.S.S.R.-Cuba,SSA,llama3_8B,0.001,8,2,6
England-Jordan,SSA,llama3_8B,0.001,2,2,0
France-Israel,SSA,llama3_8B,0.001,2,8,-6
U.S.A.-Germany,SSA,llama3_8B,0.001,8,12,-4
U.S.S.R.-Syria,SSA,llama3_8B,0.001,2,2,0
France-Algeria,SSA,llama3_8B,0.001,12,12,0
U.S.A.-Mexico,SSA,llama3_8B,0.5,12,16,-4
U.S.S.R.-Poland,SSA,llama3_8B,0.5,8,2,6
China-Albania,SSA,llama3_8B,0.5,2,2,0
U.S.A.-Israel,SSA,llama3_8B,0.5,12,14,-2
Japan-Philippines,SSA,llama3_8B,0.5,8,8,0
U.S.A.-Canada,SSA,llama3_8B,0.5,18,14,4
U.S.S.R.-Israel,SSA,llama3_8B,0.5,2,2,0
England-Ireland,SSA,llama3_8B,0.5,14,12,2
Germany-Austria,SSA,llama3_8B,0.5,18,16,2
U.S.S.R.-France,SSA,llama3_8B,0.5,2,2,0
Belgium-Luxembourg,SSA,llama3_8B,0.5,17,15,2
U.S.A.-U.S.S.R.,SSA,llama3_8B,0.5,2,12,-10
China-North Korea,SSA,llama3_8B,0.5,12,14,-2
India-Sri Lanka,SSA,llama3_8B,0.5,12,15,-3
U.S.A.-France,SSA,llama3_8B,0.5,8,12,-4
U.S.S.R.-Cuba,SSA,llama3_8B,0.5,2,2,0
England-Jordan,SSA,llama3_8B,0.5,2,2,0
France-Israel,SSA,llama3_8B,0.5,2,8,-6
U.S.A.-Germany,SSA,llama3_8B,0.5,8,12,-4
U.S.S.R.-Syria,SSA,llama3_8B,0.5,2,0,2
France-Algeria,SSA,llama3_8B,0.5,8,10,-2
U.S.A.-Mexico,SSA,llama3_8B,1.0,14,14,0
U.S.S.R.-Poland,SSA,llama3_8B,1.0,12,2,10
China-Albania,SSA,llama3_8B,1.0,2,2,0
U.S.A.-Israel,SSA,llama3_8B,1.0,12,15,-3
Japan-Philippines,SSA,llama3_8B,1.0,10,8,2
U.S.A.-Canada,SSA,llama3_8B,1.0,18,14,4
U.S.S.R.-Israel,SSA,llama3_8B,1.0,2,2,0
England-Ireland,SSA,llama3_8B,1.0,14,12,2
Germany-Austria,SSA,llama3_8B,1.0,15,14,1
U.S.S.R.-France,SSA,llama3_8B,1.0,4,2,2
Belgium-Luxembourg,SSA,llama3_8B,1.0,15,15,0
U.S.A.-U.S.S.R.,SSA,llama3_8B,1.0,0,14,-14
China-North Korea,SSA,llama3_8B,1.0,14,12,2
India-Sri Lanka,SSA,llama3_8B,1.0,12,16,-4
U.S.A.-France,SSA,llama3_8B,1.0,8,10,-2
