trial_num,country_pair,model_name,temperature,sim_score_1_to,sim_score_2_to,sim_score_1_and,sim_score_2_and,sim_score_1_degree,sim_score_2_degree,sim_diff_to,sim_diff_and,sim_diff_degree
51,Belgium-Luxembourg,gpt-4o,1.5,11,15,15,15,10,15,-4,0,-5
52,Belgium-Luxembourg,gpt-4o,1.5,14,12,17,15,15,15,2,2,0
53,Belgium-Luxembourg,gpt-4o,1.5,14,14,18,15,17,15,0,3,2
54,Belgium-Luxembourg,gpt-4o,1.5,15,17,7,13,14,16,-2,-6,-2
55,Belgium-Luxembourg,gpt-4o,1.5,15,15,17,15,12,15,0,2,-3
56,Belgium-Luxembourg,gpt-4o,1.5,15,12,15,14,15,12,3,1,3
57,Belgium-Luxembourg,gpt-4o,1.5,15,18,15,15,15,12,-3,0,3
58,Belgium-Luxembourg,gpt-4o,1.5,16,15,14,15,12,14,1,-1,-2
59,Belgium-Luxembourg,gpt-4o,1.5,15,15,18,15,15,15,0,3,0
60,Belgium-Luxembourg,gpt-4o,1.5,15,15,12,10,15,15,0,2,0
61,Belgium-Luxembourg,gpt-4o,1.5,17,15,15,19,16,15,2,-4,1
62,Belgium-Luxembourg,gpt-4o,1.5,18,11,15,15,16,15,7,0,1
63,Belgium-Luxembourg,gpt-4o,1.5,15,15,17,17,15,15,0,0,0
64,Belgium-Luxembourg,gpt-4o,1.5,16,15,12,12,12,16,1,0,-4
65,Belgium-Luxembourg,gpt-4o,1.5,15,15,12,15,12,16,0,-3,-4
66,Belgium-Luxembourg,gpt-4o,1.5,15,14,15,10,16,15,1,5,1
67,Belgium-Luxembourg,gpt-4o,1.5,15,15,18,12,17,14,0,6,3
68,Belgium-Luxembourg,gpt-4o,1.5,15,15,16,16,15,14,0,0,1
69,Belgium-Luxembourg,gpt-4o,1.5,16,15,14,16,15,15,1,-2,0
70,Belgium-Luxembourg,gpt-4o,1.5,15,15,15,12,14,16,0,3,-2
71,Belgium-Luxembourg,gpt-4o,1.5,18,8,15,15,12,16,10,0,-4
72,Belgium-Luxembourg,gpt-4o,1.5,15,17,16,14,16,15,-2,2,1
73,Belgium-Luxembourg,gpt-4o,1.5,14,14,15,14,16,15,0,1,1
74,Belgium-Luxembourg,gpt-4o,1.5,15,15,18,14,15,15,0,4,0
75,Belgium-Luxembourg,gpt-4o,1.5,15,18,15,15,15,17,-3,0,-2
76,Belgium-Luxembourg,gpt-4o,1.5,17,15,15,15,14,15,2,0,-1
77,Belgium-Luxembourg,gpt-4o,1.5,17,15,14,15,15,14,2,-1,1
1,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,8,10,3,8,0,-2,-5
2,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,15,5,8,5,5,-10,-3,0
3,U.S.A.-U.S.S.R.,gpt-4o,1.5,8,13,5,6,7,10,-5,-1,-3
4,U.S.A.-U.S.S.R.,gpt-4o,1.5,8,10,8,8,5,10,-2,0,-5
5,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,10,10,5,9,5,-5,5,4
6,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,5,10,5,6,0,-5,-1
7,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,5,10,5,5,0,-5,0
8,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,8,10,10,6,5,-3,0,1
9,U.S.A.-U.S.S.R.,gpt-4o,1.5,7,8,5,5,10,5,-1,0,5
10,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,2,12,5,8,5,3,7,3
11,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,6,5,8,5,5,-1,-3,0
12,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,8,5,5,5,5,-3,0,0
13,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,2,10,5,10,0,-8,-5
14,U.S.A.-U.S.S.R.,gpt-4o,1.5,4,10,5,5,5,10,-6,0,-5
15,U.S.A.-U.S.S.R.,gpt-4o,1.5,10,8,5,5,5,12,2,0,-7
16,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,2,5,5,6,10,3,0,-4
17,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,12,10,5,6,10,-7,5,-4
18,U.S.A.-U.S.S.R.,gpt-4o,1.5,3,7,5,8,5,4,-4,-3,1
19,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,5,5,10,6,0,0,4
20,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,12,10,5,5,5,-7,5,0
21,U.S.A.-U.S.S.R.,gpt-4o,1.5,10,3,4,8,3,7,7,-4,-4
22,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,10,8,5,5,8,-5,3,-3
23,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,5,8,8,5,0,-3,3
24,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,5,5,10,5,0,0,5
25,U.S.A.-U.S.S.R.,gpt-4o,1.5,10,9,5,5,8,5,1,0,3
26,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,5,4,8,6,0,1,2
27,U.S.A.-U.S.S.R.,gpt-4o,1.5,2,5,5,5,10,5,-3,0,5
28,U.S.A.-U.S.S.R.,gpt-4o,1.5,8,12,8,7,5,7,-4,1,-2
29,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,4,8,4,5,5,1,4,0
30,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,10,5,14,3,5,-5,-9,-2
31,U.S.A.-U.S.S.R.,gpt-4o,1.5,8,4,10,5,12,5,4,5,7
32,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,10,6,5,5,0,4,0
33,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,10,7,5,5,8,-5,2,-3
34,U.S.A.-U.S.S.R.,gpt-4o,1.5,7,10,7,5,10,6,-3,2,4
35,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,5,10,10,5,0,-5,5
36,U.S.A.-U.S.S.R.,gpt-4o,1.5,12,6,4,10,5,10,6,-6,-5
37,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,4,5,4,4,5,1,1,-1
38,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,6,5,4,5,5,-1,1,0
39,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,5,8,7,10,0,-3,-3
40,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,8,5,5,10,4,-3,0,6
41,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,8,5,5,7,0,3,-2
42,U.S.A.-U.S.S.R.,gpt-4o,1.5,8,10,5,5,12,4,-2,0,8
43,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,5,5,5,7,0,0,-2
44,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,10,7,5,10,0,3,-5
45,U.S.A.-U.S.S.R.,gpt-4o,1.5,12,5,5,4,5,5,7,1,0
46,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,12,7,5,8,5,-7,2,3
47,U.S.A.-U.S.S.R.,gpt-4o,1.5,3,10,8,5,5,8,-7,3,-3
48,U.S.A.-U.S.S.R.,gpt-4o,1.5,8,10,5,10,7,12,-2,-5,-5
49,U.S.A.-U.S.S.R.,gpt-4o,1.5,6,3,5,5,5,8,3,0,-3
50,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,7,8,13,5,4,-2,-5,1
51,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,8,8,7,8,6,-3,1,2
52,U.S.A.-U.S.S.R.,gpt-4o,1.5,10,5,6,5,5,10,5,1,-5
53,U.S.A.-U.S.S.R.,gpt-4o,1.5,8,7,5,10,7,10,1,-5,-3
54,U.S.A.-U.S.S.R.,gpt-4o,1.5,6,5,6,5,6,5,1,1,1
55,U.S.A.-U.S.S.R.,gpt-4o,1.5,3,5,11,10,5,10,-2,1,-5
56,U.S.A.-U.S.S.R.,gpt-4o,1.5,12,10,5,5,5,5,2,0,0
57,U.S.A.-U.S.S.R.,gpt-4o,1.5,10,5,8,5,12,5,5,3,7
58,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,8,3,5,10,8,-3,-2,2
59,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,15,10,5,5,5,-10,5,0
60,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,8,5,5,8,7,-3,0,1
61,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,8,5,8,6,8,-3,-3,-2
62,U.S.A.-U.S.S.R.,gpt-4o,1.5,10,5,8,5,12,5,5,3,7
63,U.S.A.-U.S.S.R.,gpt-4o,1.5,7,5,5,5,5,10,2,0,-5
64,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,12,6,8,7,0,6,1
65,U.S.A.-U.S.S.R.,gpt-4o,1.5,4,5,7,5,5,10,-1,2,-5
66,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,7,5,10,8,5,-2,-5,3
67,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,6,5,10,5,0,1,5
68,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,5,10,6,5,0,-5,1
69,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,3,5,5,5,0,-2,0
70,U.S.A.-U.S.S.R.,gpt-4o,1.5,10,3,8,5,8,10,7,3,-2
71,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,10,4,5,5,10,-5,-1,-5
72,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,5,3,6,8,4,0,-3,4
73,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,8,5,10,7,3,-3,-5,4
74,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,10,6,10,5,12,-5,-4,-7
75,U.S.A.-U.S.S.R.,gpt-4o,1.5,5,7,5,5,10,12,-2,0,-2
76,U.S.A.-U.S.S.R.,gpt-4o,1.5,10,5,5,5,5,5,5,0,0
77,U.S.A.-U.S.S.R.,gpt-4o,1.5,10,12,5,5,5,7,-2,0,-2
1,China-North Korea,gpt-4o,1.5,15,7,15,12,4,8,8,3,-4
2,China-North Korea,gpt-4o,1.5,12,6,16,13,3,8,6,3,-5
3,China-North Korea,gpt-4o,1.5,11,5,16,10,7,8,6,6,-1
4,China-North Korea,gpt-4o,1.5,15,14,14,15,10,7,1,-1,3
5,China-North Korea,gpt-4o,1.5,12,5,10,10,10,10,7,0,0
6,China-North Korea,gpt-4o,1.5,14,7,15,12,6,5,7,3,1
7,China-North Korea,gpt-4o,1.5,15,10,14,12,7,6,5,2,1
8,China-North Korea,gpt-4o,1.5,15,8,14,12,5,10,7,2,-5
9,China-North Korea,gpt-4o,1.5,14,10,15,10,8,10,4,5,-2
10,China-North Korea,gpt-4o,1.5,14,10,15,15,7,4,4,0,3
11,China-North Korea,gpt-4o,1.5,10,10,10,10,8,5,0,0,3
12,China-North Korea,gpt-4o,1.5,12,8,12,12,5,10,4,0,-5
13,China-North Korea,gpt-4o,1.5,15,12,15,14,6,5,3,1,1
14,China-North Korea,gpt-4o,1.5,14,12,15,5,9,8,2,10,1
15,China-North Korea,gpt-4o,1.5,10,12,12,14,6,5,-2,-2,1
16,China-North Korea,gpt-4o,1.5,12,8,15,7,8,8,4,8,0
17,China-North Korea,gpt-4o,1.5,15,10,8,8,10,7,5,0,3
18,China-North Korea,gpt-4o,1.5,15,10,15,10,8,12,5,5,-4
19,China-North Korea,gpt-4o,1.5,13,12,14,10,5,5,1,4,0
20,China-North Korea,gpt-4o,1.5,12,10,12,6,5,12,2,6,-7
21,China-North Korea,gpt-4o,1.5,15,7,15,10,6,10,8,5,-4
22,China-North Korea,gpt-4o,1.5,15,7,15,7,7,8,8,8,-1
23,China-North Korea,gpt-4o,1.5,15,10,15,5,5,8,5,10,-3
24,China-North Korea,gpt-4o,1.5,15,10,14,10,8,10,5,4,-2
25,China-North Korea,gpt-4o,1.5,15,10,15,10,8,10,5,5,-2
26,China-North Korea,gpt-4o,1.5,12,14,15,10,8,5,-2,5,3
27,China-North Korea,gpt-4o,1.5,15,7,15,10,8,10,8,5,-2
28,China-North Korea,gpt-4o,1.5,10,12,15,8,8,6,-2,7,2
29,China-North Korea,gpt-4o,1.5,15,9,15,9,10,8,6,6,2
30,China-North Korea,gpt-4o,1.5,12,8,16,10,7,8,4,6,-1
31,China-North Korea,gpt-4o,1.5,15,13,15,10,7,11,2,5,-4
32,China-North Korea,gpt-4o,1.5,16,8,14,13,8,5,8,1,3
33,China-North Korea,gpt-4o,1.5,15,6,12,10,8,8,9,2,0
34,China-North Korea,gpt-4o,1.5,14,10,14,8,9,12,4,6,-3
35,China-North Korea,gpt-4o,1.5,14,7,5,10,8,5,7,-5,3
36,China-North Korea,gpt-4o,1.5,15,4,15,5,6,8,11,10,-2
37,China-North Korea,gpt-4o,1.5,14,5,14,12,8,12,9,2,-4
38,China-North Korea,gpt-4o,1.5,12,8,15,12,5,10,4,3,-5
39,China-North Korea,gpt-4o,1.5,15,12,16,12,5,5,3,4,0
40,China-North Korea,gpt-4o,1.5,14,6,15,5,5,5,8,10,0
41,China-North Korea,gpt-4o,1.5,10,7,15,12,5,8,3,3,-3
42,China-North Korea,gpt-4o,1.5,15,7,15,12,8,10,8,3,-2
43,China-North Korea,gpt-4o,1.5,15,10,14,10,8,8,5,4,0
44,China-North Korea,gpt-4o,1.5,15,10,15,8,5,7,5,7,-2
45,China-North Korea,gpt-4o,1.5,15,10,11,10,9,5,5,1,4
46,China-North Korea,gpt-4o,1.5,10,12,10,14,5,7,-2,-4,-2
47,China-North Korea,gpt-4o,1.5,10,12,14,7,5,15,-2,7,-10
48,China-North Korea,gpt-4o,1.5,12,12,15,15,6,8,0,0,-2
49,China-North Korea,gpt-4o,1.5,12,5,15,10,8,12,7,5,-4
50,China-North Korea,gpt-4o,1.5,15,12,16,10,5,8,3,6,-3
51,China-North Korea,gpt-4o,1.5,12,10,18,12,8,5,2,6,3
52,China-North Korea,gpt-4o,1.5,15,10,15,5,8,5,5,10,3
53,China-North Korea,gpt-4o,1.5,15,12,12,9,12,7,3,3,5
54,China-North Korea,gpt-4o,1.5,13,14,15,10,5,9,-1,5,-4
55,China-North Korea,gpt-4o,1.5,10,7,15,12,8,5,3,3,3
56,China-North Korea,gpt-4o,1.5,14,5,15,8,10,5,9,7,5
57,China-North Korea,gpt-4o,1.5,10,3,15,10,10,4,7,5,6
58,China-North Korea,gpt-4o,1.5,14,10,15,12,5,7,4,3,-2
59,China-North Korea,gpt-4o,1.5,14,11,14,10,5,8,3,4,-3
60,China-North Korea,gpt-4o,1.5,7,14,15,10,8,8,-7,5,0
61,China-North Korea,gpt-4o,1.5,15,10,5,10,5,8,5,-5,-3
62,China-North Korea,gpt-4o,1.5,15,15,12,6,9,10,0,6,-1
63,China-North Korea,gpt-4o,1.5,15,8,10,13,5,5,7,-3,0
64,China-North Korea,gpt-4o,1.5,14,12,12,10,5,8,2,2,-3
65,China-North Korea,gpt-4o,1.5,15,6,14,10,10,5,9,4,5
66,China-North Korea,gpt-4o,1.5,14,10,15,14,5,7,4,1,-2
67,China-North Korea,gpt-4o,1.5,14,6,11,14,3,8,8,-3,-5
68,China-North Korea,gpt-4o,1.5,12,5,12,10,10,8,7,2,2
69,China-North Korea,gpt-4o,1.5,13,10,10,10,5,5,3,0,0
70,China-North Korea,gpt-4o,1.5,12,10,15,12,5,12,2,3,-7
71,China-North Korea,gpt-4o,1.5,15,5,12,8,12,10,10,4,2
72,China-North Korea,gpt-4o,1.5,14,8,15,15,10,4,6,0,6
73,China-North Korea,gpt-4o,1.5,15,8,15,12,7,5,7,3,2
74,China-North Korea,gpt-4o,1.5,12,8,15,8,5,5,4,7,0
75,China-North Korea,gpt-4o,1.5,10,12,14,10,6,7,-2,4,-1
76,China-North Korea,gpt-4o,1.5,15,6,12,6,10,5,9,6,5
77,China-North Korea,gpt-4o,1.5,12,8,13,12,4,12,4,1,-8
1,India-Sri Lanka,gpt-4o,1.5,15,15,10,15,10,12,0,-5,-2
2,India-Sri Lanka,gpt-4o,1.5,5,15,10,15,10,15,-10,-5,-5
3,India-Sri Lanka,gpt-4o,1.5,12,15,7,15,6,12,-3,-8,-6
4,India-Sri Lanka,gpt-4o,1.5,12,11,10,12,12,17,1,-2,-5
5,India-Sri Lanka,gpt-4o,1.5,10,14,10,15,14,15,-4,-5,-1
6,India-Sri Lanka,gpt-4o,1.5,14,15,15,15,12,15,-1,0,-3
7,India-Sri Lanka,gpt-4o,1.5,10,15,15,15,8,15,-5,0,-7
8,India-Sri Lanka,gpt-4o,1.5,12,15,12,12,12,16,-3,0,-4
9,India-Sri Lanka,gpt-4o,1.5,13,15,10,10,12,10,-2,0,2
10,India-Sri Lanka,gpt-4o,1.5,13,15,14,15,8,15,-2,-1,-7
11,India-Sri Lanka,gpt-4o,1.5,10,15,12,15,5,13,-5,-3,-8
12,India-Sri Lanka,gpt-4o,1.5,10,15,14,15,12,14,-5,-1,-2
13,India-Sri Lanka,gpt-4o,1.5,13,15,15,12,12,12,-2,3,0
14,India-Sri Lanka,gpt-4o,1.5,12,11,15,14,9,15,1,1,-6
15,India-Sri Lanka,gpt-4o,1.5,15,12,14,15,12,15,3,-1,-3
16,India-Sri Lanka,gpt-4o,1.5,14,15,10,15,12,12,-1,-5,0
17,India-Sri Lanka,gpt-4o,1.5,16,15,5,18,15,15,1,-13,0
18,India-Sri Lanka,gpt-4o,1.5,10,13,13,15,10,15,-3,-2,-5
19,India-Sri Lanka,gpt-4o,1.5,10,15,12,10,13,14,-5,2,-1
20,India-Sri Lanka,gpt-4o,1.5,10,15,5,15,14,14,-5,-10,0
21,India-Sri Lanka,gpt-4o,1.5,12,14,14,14,12,15,-2,0,-3
22,India-Sri Lanka,gpt-4o,1.5,10,15,16,13,12,12,-5,3,0
23,India-Sri Lanka,gpt-4o,1.5,10,15,17,15,12,12,-5,2,0
24,India-Sri Lanka,gpt-4o,1.5,12,15,10,15,7,12,-3,-5,-5
25,India-Sri Lanka,gpt-4o,1.5,15,15,7,16,10,16,0,-9,-6
26,India-Sri Lanka,gpt-4o,1.5,10,15,6,15,12,14,-5,-9,-2
27,India-Sri Lanka,gpt-4o,1.5,16,15,14,15,14,15,1,-1,-1
28,India-Sri Lanka,gpt-4o,1.5,10,10,15,10,10,15,0,5,-5
29,India-Sri Lanka,gpt-4o,1.5,10,15,10,14,12,12,-5,-4,0
30,India-Sri Lanka,gpt-4o,1.5,17,14,15,15,10,15,3,0,-5
31,India-Sri Lanka,gpt-4o,1.5,14,14,8,15,10,14,0,-7,-4
32,India-Sri Lanka,gpt-4o,1.5,13,10,4,15,10,15,3,-11,-5
33,India-Sri Lanka,gpt-4o,1.5,10,15,9,15,10,12,-5,-6,-2
34,India-Sri Lanka,gpt-4o,1.5,15,15,14,10,15,13,0,4,2
35,India-Sri Lanka,gpt-4o,1.5,10,14,10,18,10,16,-4,-8,-6
36,India-Sri Lanka,gpt-4o,1.5,10,15,10,17,10,18,-5,-7,-8
37,India-Sri Lanka,gpt-4o,1.5,12,13,12,15,10,10,-1,-3,0
38,India-Sri Lanka,gpt-4o,1.5,15,15,15,15,10,12,0,0,-2
39,India-Sri Lanka,gpt-4o,1.5,6,15,15,15,13,14,-9,0,-1
40,India-Sri Lanka,gpt-4o,1.5,13,15,10,17,15,12,-2,-7,3
41,India-Sri Lanka,gpt-4o,1.5,15,15,15,14,10,14,0,1,-4
42,India-Sri Lanka,gpt-4o,1.5,10,12,15,10,14,10,-2,5,4
43,India-Sri Lanka,gpt-4o,1.5,10,14,14,15,12,16,-4,-1,-4
44,India-Sri Lanka,gpt-4o,1.5,12,16,15,14,10,14,-4,1,-4
45,India-Sri Lanka,gpt-4o,1.5,12,15,12,12,15,15,-3,0,0
46,India-Sri Lanka,gpt-4o,1.5,13,15,10,15,14,14,-2,-5,0
47,India-Sri Lanka,gpt-4o,1.5,10,15,15,15,15,15,-5,0,0
48,India-Sri Lanka,gpt-4o,1.5,15,14,5,18,12,17,1,-13,-5
49,India-Sri Lanka,gpt-4o,1.5,14,15,10,15,14,5,-1,-5,9
50,India-Sri Lanka,gpt-4o,1.5,10,15,15,15,15,15,-5,0,0
51,India-Sri Lanka,gpt-4o,1.5,10,12,15,17,11,12,-2,-2,-1
52,India-Sri Lanka,gpt-4o,1.5,14,15,10,14,12,15,-1,-4,-3
53,India-Sri Lanka,gpt-4o,1.5,10,15,10,14,14,13,-5,-4,1
54,India-Sri Lanka,gpt-4o,1.5,13,15,15,14,10,14,-2,1,-4
55,India-Sri Lanka,gpt-4o,1.5,15,15,14,12,13,14,0,2,-1
56,India-Sri Lanka,gpt-4o,1.5,12,12,12,15,8,15,0,-3,-7
57,India-Sri Lanka,gpt-4o,1.5,12,15,15,15,15,14,-3,0,1
58,India-Sri Lanka,gpt-4o,1.5,15,12,6,16,12,15,3,-10,-3
59,India-Sri Lanka,gpt-4o,1.5,15,16,11,11,5,10,-1,0,-5
60,India-Sri Lanka,gpt-4o,1.5,14,15,10,15,15,15,-1,-5,0
61,India-Sri Lanka,gpt-4o,1.5,12,15,14,15,10,12,-3,-1,-2
62,India-Sri Lanka,gpt-4o,1.5,10,15,14,15,14,15,-5,-1,-1
63,India-Sri Lanka,gpt-4o,1.5,10,15,15,14,8,12,-5,1,-4
64,India-Sri Lanka,gpt-4o,1.5,9,15,10,15,11,10,-6,-5,1
65,India-Sri Lanka,gpt-4o,1.5,10,15,13,15,10,14,-5,-2,-4
66,India-Sri Lanka,gpt-4o,1.5,12,15,10,14,10,10,-3,-4,0
67,India-Sri Lanka,gpt-4o,1.5,10,15,10,15,12,15,-5,-5,-3
68,India-Sri Lanka,gpt-4o,1.5,12,15,10,16,10,15,-3,-6,-5
69,India-Sri Lanka,gpt-4o,1.5,12,13,5,18,12,13,-1,-13,-1
70,India-Sri Lanka,gpt-4o,1.5,12,15,15,15,7,15,-3,0,-8
71,India-Sri Lanka,gpt-4o,1.5,15,15,10,18,10,15,0,-8,-5
72,India-Sri Lanka,gpt-4o,1.5,13,18,15,14,11,16,-5,1,-5
73,India-Sri Lanka,gpt-4o,1.5,8,15,16,15,10,15,-7,1,-5
74,India-Sri Lanka,gpt-4o,1.5,13,15,14,17,15,15,-2,-3,0
75,India-Sri Lanka,gpt-4o,1.5,12,14,15,17,14,14,-2,-2,0
76,India-Sri Lanka,gpt-4o,1.5,12,18,10,16,5,15,-6,-6,-10
77,India-Sri Lanka,gpt-4o,1.5,15,18,12,15,10,15,-3,-3,-5
1,U.S.A.-France,gpt-4o,1.5,10,12,5,10,12,12,-2,-5,0
2,U.S.A.-France,gpt-4o,1.5,10,10,8,13,10,10,0,-5,0
3,U.S.A.-France,gpt-4o,1.5,10,11,5,8,10,7,-1,-3,3
4,U.S.A.-France,gpt-4o,1.5,7,14,4,15,8,10,-7,-11,-2
5,U.S.A.-France,gpt-4o,1.5,10,10,15,10,12,10,0,5,2
6,U.S.A.-France,gpt-4o,1.5,8,8,10,10,11,7,0,0,4
7,U.S.A.-France,gpt-4o,1.5,7,8,2,10,10,10,-1,-8,0
8,U.S.A.-France,gpt-4o,1.5,5,12,10,10,8,8,-7,0,0
9,U.S.A.-France,gpt-4o,1.5,10,12,7,8,8,14,-2,-1,-6
10,U.S.A.-France,gpt-4o,1.5,12,12,5,8,5,10,0,-3,-5
11,U.S.A.-France,gpt-4o,1.5,8,10,10,10,8,12,-2,0,-4
12,U.S.A.-France,gpt-4o,1.5,11,12,12,10,6,10,-1,2,-4
13,U.S.A.-France,gpt-4o,1.5,8,10,8,5,12,12,-2,3,0
14,U.S.A.-France,gpt-4o,1.5,11,10,5,10,10,12,1,-5,-2
15,U.S.A.-France,gpt-4o,1.5,12,8,8,10,8,10,4,-2,-2
16,U.S.A.-France,gpt-4o,1.5,10,12,10,10,13,12,-2,0,1
17,U.S.A.-France,gpt-4o,1.5,10,14,7,10,10,12,-4,-3,-2
18,U.S.A.-France,gpt-4o,1.5,12,14,10,10,10,10,-2,0,0
19,U.S.A.-France,gpt-4o,1.5,15,10,10,12,12,10,5,-2,2
20,U.S.A.-France,gpt-4o,1.5,10,15,10,8,15,12,-5,2,3
21,U.S.A.-France,gpt-4o,1.5,5,12,10,12,10,7,-7,-2,3
22,U.S.A.-France,gpt-4o,1.5,7,15,10,12,10,10,-8,-2,0
23,U.S.A.-France,gpt-4o,1.5,8,12,7,8,10,10,-4,-1,0
24,U.S.A.-France,gpt-4o,1.5,10,12,8,10,12,8,-2,-2,4
25,U.S.A.-France,gpt-4o,1.5,15,8,11,10,7,10,7,1,-3
26,U.S.A.-France,gpt-4o,1.5,5,12,10,7,10,10,-7,3,0
27,U.S.A.-France,gpt-4o,1.5,10,10,16,5,10,10,0,11,0
28,U.S.A.-France,gpt-4o,1.5,8,10,12,12,10,10,-2,0,0
29,U.S.A.-France,gpt-4o,1.5,7,13,10,13,7,10,-6,-3,-3
30,U.S.A.-France,gpt-4o,1.5,10,15,8,10,10,13,-5,-2,-3
31,U.S.A.-France,gpt-4o,1.5,11,10,5,7,12,12,1,-2,0
32,U.S.A.-France,gpt-4o,1.5,10,9,10,10,12,12,1,0,0
33,U.S.A.-France,gpt-4o,1.5,13,12,10,7,12,10,1,3,2
34,U.S.A.-France,gpt-4o,1.5,10,11,14,7,10,15,-1,7,-5
35,U.S.A.-France,gpt-4o,1.5,10,10,5,10,8,10,0,-5,-2
36,U.S.A.-France,gpt-4o,1.5,12,10,10,12,10,13,2,-2,-3
37,U.S.A.-France,gpt-4o,1.5,10,10,7,12,13,10,0,-5,3
38,U.S.A.-France,gpt-4o,1.5,10,6,5,10,10,12,4,-5,-2
39,U.S.A.-France,gpt-4o,1.5,12,10,10,12,12,12,2,-2,0
40,U.S.A.-France,gpt-4o,1.5,10,10,10,14,8,10,0,-4,-2
41,U.S.A.-France,gpt-4o,1.5,10,8,10,8,10,10,2,2,0
42,U.S.A.-France,gpt-4o,1.5,10,10,15,14,12,10,0,1,2
43,U.S.A.-France,gpt-4o,1.5,12,10,12,10,10,12,2,2,-2
44,U.S.A.-France,gpt-4o,1.5,11,10,10,8,10,5,1,2,5
45,U.S.A.-France,gpt-4o,1.5,10,12,10,8,12,12,-2,2,0
46,U.S.A.-France,gpt-4o,1.5,10,12,4,12,11,12,-2,-8,-1
47,U.S.A.-France,gpt-4o,1.5,8,10,10,8,5,12,-2,2,-7
48,U.S.A.-France,gpt-4o,1.5,10,15,15,12,8,14,-5,3,-6
49,U.S.A.-France,gpt-4o,1.5,10,7,10,10,10,12,3,0,-2
50,U.S.A.-France,gpt-4o,1.5,8,8,10,10,14,10,0,0,4
51,U.S.A.-France,gpt-4o,1.5,15,5,10,12,15,15,10,-2,0
52,U.S.A.-France,gpt-4o,1.5,10,10,5,8,10,10,0,-3,0
53,U.S.A.-France,gpt-4o,1.5,10,12,12,12,12,9,-2,0,3
54,U.S.A.-France,gpt-4o,1.5,14,12,5,5,12,8,2,0,4
55,U.S.A.-France,gpt-4o,1.5,8,10,10,10,8,10,-2,0,-2
56,U.S.A.-France,gpt-4o,1.5,10,14,8,4,10,15,-4,4,-5
57,U.S.A.-France,gpt-4o,1.5,12,10,5,8,10,11,2,-3,-1
58,U.S.A.-France,gpt-4o,1.5,10,10,10,8,15,10,0,2,5
59,U.S.A.-France,gpt-4o,1.5,6,10,6,6,9,12,-4,0,-3
60,U.S.A.-France,gpt-4o,1.5,10,8,10,12,8,10,2,-2,-2
61,U.S.A.-France,gpt-4o,1.5,8,10,10,10,10,10,-2,0,0
62,U.S.A.-France,gpt-4o,1.5,8,10,8,10,6,4,-2,-2,2
63,U.S.A.-France,gpt-4o,1.5,5,12,10,12,12,10,-7,-2,2
64,U.S.A.-France,gpt-4o,1.5,10,12,5,6,8,14,-2,-1,-6
65,U.S.A.-France,gpt-4o,1.5,10,12,10,12,10,14,-2,-2,-4
